species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
CP003821.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1621675_reverse_complement_,1621675,13654,48.23745,8419.66356,1392.66277,858.78049,29686.45829
CP003822.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1575141_reverse_complement_,1575141,12186,48.13672,7736.45517,1242.93163,789.09232,27277.56901
1_AL592022_1_Listeria_innocua_Clip11262_complete_genome_BAC,3011208,22445,37.43309,7453.81425,2289.31564,760.26476,26281.01993
CP003832.1_Cryptococcus_neoformans_var._grubii_H99_1_to_756744_reverse_complement_,756744,5434,48.28428,7180.80186,554.25000,732.41411,25318.41961
CP003828.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1186808_reverse_complement_,1186808,8229,48.24411,6933.71306,839.33074,707.21698,24447.22194
CP003827.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1398693_reverse_complement_,1398693,9325,48.29080,6666.95265,951.11911,680.00572,23506.66512
CP003824.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1814975_reverse_complement_,1814975,11870,48.30161,6540.01697,1210.70068,667.06192,23059.10915
CP003825.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1422463_reverse_complement_,1422463,9167,48.29710,6444.46944,935.00363,657.31308,22722.22303
CP003830.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1561994_reverse_complement_,1561994,10029,48.00605,6420.65570,1022.92478,654.88411,22638.25940
CP003820.1_Cryptococcus_neoformans_var._grubii_H99_1_to_2291499_reverse_complement_,2291499,14691,48.22905,6411.08444,1498.43333,653.90955,22604.51259
CP003826.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1399503_reverse_complement_,1399503,8567,48.15551,6121.47195,873.80562,624.36867,21583.38283
CP003833.2_Cryptococcus_neoformans_var._grubii_H99_1_to_942867_reverse_complement_,942867,5588,48.07594,5926.58585,569.95749,604.49433,20896.24394
CP003823.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1084805_reverse_complement_,1084805,6051,48.22771,5577.98673,617.18195,568.93347,19667.13624
CP003829.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1059964_reverse_complement_,1059964,5729,48.41855,5404.92094,584.33902,551.28203,19056.93250
1_FR877557_1_Salmonella_bongori_NCTC_12419__culture_collection_SGSC_SARC11__complete_genome_BAC,4460105,22635,51.32243,5074.98694,2308.69501,517.63243,17893.63519
1_CP025979_1_Escherichia_marmotae_strain_HT073016_chromosome__complete_genome_BAC,4671322,22266,50.64028,4766.53280,2271.05824,486.17037,16806.07262
1_CP007025_1_Escherichia_albertii_KF1__complete_genome_BAC,4701875,21874,49.68321,4652.18168,2231.07553,474.50763,16402.88789
1_CP010359_1_Pseudomonas_plecoglossicida_strain_NyZ12__complete_genome_BAC,6233254,15844,62.40273,2541.85216,1616.03551,259.26033,8962.18569
1_AL009126_3_Bacillus_subtilis_subsp__subtilis_str__168_complete_genome_BAC,4215606,7755,43.50129,1839.59142,790.98431,187.63242,6486.12070
1_AM263198_1_Listeria_welshimeri_serovar_6b_str__SLCC5334_complete_genome_BAC,2814130,4464,36.34450,1586.28066,455.31321,161.79535,5592.98532
1_CP000416_1_Lactobacillus_brevis_ATCC_367__complete_genome_BAC,2291220,3563,46.21231,1555.06673,363.41420,158.61166,5482.92974
1_CP000783_1_Cronobacter_sakazakii_ATCC_BAA_894__complete_genome_BAC,4368373,6311,56.76348,1444.70363,643.70109,147.35487,5093.80616
1_CP007557_1_Citrobacter_freundii_CFNIH1__complete_genome_BAC,5099034,6954,52.23701,1363.78880,709.28496,139.10184,4808.51272
1_FN557490_1_Listeria_seeligeri_serovar_1_2b_str__SLCC3954_complete_genome_BAC,2797636,3738,37.37790,1336.12616,381.26362,136.28066,4710.97846
1_AP012054_1_Streptococcus_pasteurianus_ATCC_43144_DNA__complete_genome_BAC,2100077,2581,37.37478,1229.00080,263.25345,125.35418,4333.27065
1_FN597254_1_Streptococcus_gallolyticus_UCN34_complete_genome_BAC,2350911,2848,37.63248,1211.44578,290.48656,123.56338,4271.37431
1_FN543502_1_Citrobacter_rodentium_ICC168__complete_genome_BAC,5346659,6391,54.71536,1195.32568,651.86083,121.91928,4214.53728
1_AP006716_1_Staphylococcus_haemolyticus_JCSC1435_DNA__complete_genome_BAC,2685015,2857,32.76654,1064.05166,291.40454,108.52995,3751.68499
1_AP018335_1_Ureibacillus_thermosphaericus_DNA__complete_geonome__strain__A1_BAC,3488104,3390,36.33444,971.87581,345.76877,99.12800,3426.68687
1_AE015451_2_Pseudomonas_putida_KT2440_complete_genome_BAC,6181873,5768,61.52718,933.05100,588.31689,95.16806,3289.79650
1_CP001837_1_Staphylococcus_lugdunensis_HKU09_01__complete_genome_BAC,2658366,2359,33.86444,887.38588,240.61018,90.51055,3128.78819
1_CP000822_1_Citrobacter_koseri_ATCC_BAA_895__complete_genome_BAC,4720462,3989,53.82155,845.04476,406.86479,86.19173,2979.49982
1_CP002461_1_Lactobacillus_sanfranciscensis_TMW_1_1304__complete_genome_BAC,1298316,1081,34.69328,832.61446,110.25842,84.92419,2935.67245
1_FR687253_1_Listeria_ivanovii_subsp__ivanovii_PAM_55__complete_genome_BAC,2928879,2387,37.12614,814.98730,243.46609,83.12604,2873.52176
1_CP022114_1_Kluyvera_georgiana_strain_YDC799_chromosome__complete_genome_BAC,5006140,3885,55.00419,776.04701,396.25713,79.15422,2736.22422
1_CP009470_1_Staphylococcus_schleiferi_strain_1360_13__complete_genome_BAC,2435632,1678,35.94133,688.93880,171.15044,70.26942,2429.09383
1_AP009484_1_Macrococcus_caseolyticus_JCSC5402_DNA__complete_genome_BAC,2102324,1410,36.86687,670.68762,143.81533,68.40778,2364.74296
1_CP015839_1_Marinobacterium_aestuarii_strain_ST58_10__complete_genome_BAC,5191608,2876,58.79100,553.97073,293.34247,56.50320,1953.21689
1_CP019986_1_Citrobacter_werkmanii_strain_BF_6_chromosome__complete_genome_BAC,4929789,2561,52.02605,519.49475,261.21352,52.98676,1831.65978
1_CP009365_1_Pseudomonas_soli_strain_SJ10__complete_genome_BAC,6247860,3214,63.40077,514.41614,327.81735,52.46874,1813.75337
1_CP002439_1_Staphylococcus_pseudintermedius_HKU10_03__complete_genome_BAC,2617381,1322,37.52765,505.08524,134.83962,51.51700,1780.85404
1_CP001918_1_Enterobacter_cloacae_subsp__cloacae_ATCC_13047__complete_genome_BAC,5314581,2629,54.78075,494.67691,268.14929,50.45539,1744.15584
1_CP018898_1_Bordetella_trematum_isolate_E202_chromosome__complete_genome_BAC,4321461,1933,65.70331,447.30253,197.15960,45.62337,1577.12097
CP027654.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_8__complete_sequence,863982,380,42.28769,439.82500,38.75874,44.86057,1550.75631
1_CP006704_1_Comamonas_testosteroni_TK102__complete_genome_BAC,6062703,2638,61.87626,435.11967,269.06726,44.38074,1534.16603
1_CP019597_1_Staphylococcus_cohnii_strain_SNUDS_2_chromosome__complete_genome_BAC,2585879,1067,32.72250,412.62549,108.83047,42.08645,1454.85497
1_CP022695_1_Citrobacter_farmeri_strain_AUSMDU00008141_chromosome__complete_genome_BAC,5130228,2023,53.35829,394.32930,206.33930,40.22030,1390.34538
1_CP004143_1_Pseudomonas_denitrificans_ATCC_13867__complete_genome_BAC,5696307,2233,65.25378,392.00816,227.75860,39.98356,1382.16139
1_CP020377_1_Staphylococcus_sciuri_strain_SNUDS_18_chromosome__complete_genome_BAC,2673451,1036,32.52185,387.51426,105.66857,39.52515,1366.31658
1_CP017581_1_Pantoea_stewartii_subsp__stewartii_DC283__complete_genome_BAC,4528215,1684,54.18789,371.89006,171.76242,37.93159,1311.22801
1_CP001339_1_Thioalkalivibrio_sulfidiphilus_HL_EbGr7_chromosome__complete_genome_BAC,3464554,1279,65.07486,369.16771,130.45376,37.65384,1301.62943
1_CP016440_1_Bordetella_pseudohinzii_strain_HI4681_chromosome__complete_genome_BAC,4490371,1653,66.65642,368.12111,168.60052,37.54713,1297.93928
1_CP043318_1_Enterobacter_chengduensis_strain_WCHECl_C4___WCHECh050004_chromosome__complete_genome_BAC,5111427,1861,55.81184,364.08598,189.81583,37.13558,1283.71201
1_CP002764_1_Lactobacillus_kefiranofaciens_ZW3__complete_genome_BAC,2113023,766,37.68690,362.51432,78.12946,36.97522,1278.17056
1_CP000413_1_Lactobacillus_gasseri_ATCC_33323__complete_genome_BAC,1894360,682,35.25417,360.01605,69.56174,36.72044,1269.36205
1_HG916765_1_Castellaniella_defragrans_65Phen_complete_genome_BAC,3952818,1394,68.96798,352.65962,142.18338,35.97013,1243.42440
1_CP014016_2_Staphylococcus_simulans_strain_FDAARGOS_124__complete_genome_BAC,2647556,911,35.94547,344.09041,92.91898,35.09614,1213.21065
1_CP003938_1_Enterobacteriaceae_bacterium_strain_FGI_57__complete_genome_BAC,4762179,1638,54.01016,343.96012,167.07057,35.08280,1212.75128
1_CP006731_1_Cronobacter_malonaticus_strain_CMCC45402_chromosome__complete_genome_BAC,4377544,1405,56.88370,320.95652,143.30535,32.73647,1131.64407
1_CP009623_1_Staphylococcus_agnetis_strain_908__complete_genome_BAC,2474434,794,35.76252,320.88198,80.98537,32.72885,1131.38126
1_CP013114_1_Staphylococcus_equorum_strain_KS1039__complete_genome_BAC,2822193,888,33.06998,314.64926,90.57306,32.09315,1109.40563
1_CP008747_1_Staphylococcus_hyicus_strain_ATCC_11249__complete_genome_BAC,2472129,750,35.57297,303.38210,76.49752,30.94398,1069.67934
1_CP012554_1_Citrobacter_portucalensis_strain_P10159__complete_genome_BAC,5080321,1538,51.66630,302.73684,156.87090,30.87815,1067.40422
1_CP011971_1_Steroidobacter_denitrificans_strain_DSM_18526__complete_genome_BAC,3467246,1010,61.66475,291.29714,103.01665,29.71138,1027.06958
1_HG916826_1_Pseudomonas_pseudoalcaligenes_CECT_5344_complete_genome_BAC,4686340,1358,62.35241,289.77838,138.51150,29.55644,1021.71466
1_CP023074_1_Enterococcus_thailandicus_strain_a523_chromosome__complete_genome_BAC,2646250,754,36.83936,284.93151,76.90550,29.06207,1004.62533
1_CP013614_1_Enterococcus_silesiacus_strain_LMG_23085__complete_genome_BAC,3928141,1110,36.39667,282.57649,113.21632,28.82186,996.32189
1_CP025001_1_Bacillus_siamensis_strain_SCSIO_05746_chromosome__complete_genome_BAC,4268316,1200,45.97541,281.14106,122.39602,28.67549,991.26078
1_AM902716_1_Bordetella_petrii_strain_DSM_12804__complete_genome_BAC,5287950,1412,65.49398,267.02219,144.01932,27.23538,941.47980
1_AP008934_1_Staphylococcus_saprophyticus_subsp__saprophyticus_ATCC_15305_DNA__complete_genome_BAC,2516575,649,33.23619,257.88968,66.19585,26.30394,909.27993
1_LN906634_1_Lactobacillus_reuteri__complete_genome__strain_ATCC_53608_BAC,1943635,490,38.95241,252.10430,49.97838,25.71387,888.88157
1_CP012366_1_Enterococcus_durans_strain_KLDS6_0933__complete_genome_BAC,2867028,698,37.98341,243.45752,71.19369,24.83188,858.39432
1_CP020773_1_Staphylococcus_lutrae_strain_ATCC_700373_chromosome__complete_genome_BAC,2533115,601,37.72368,237.25682,61.30001,24.19946,836.53161
1_AE015929_1_Staphylococcus_epidermidis_ATCC_12228__complete_genome_BAC,2499279,581,32.09041,232.46695,59.26008,23.71087,819.64325
1_CP011602_1_Phytobacter_ursingii_strain_CAV1151_chromosome__complete_genome_BAC,5529134,1240,52.74046,224.26675,126.47589,22.87445,790.73058
1_CP017183_1_Enterobacter_xiangfangensis_strain_LMG27195__complete_genome_BAC,4661849,1037,55.27380,222.44388,105.77056,22.68854,784.30342
1_CP003583_1_Enterococcus_faecium_DO__complete_genome_BAC,2698137,595,38.13944,220.52229,60.68803,22.49257,777.52817
1_CP011132_1_Citrobacter_amalonaticus_Y19__complete_genome_BAC,5584358,1212,53.41333,217.03472,123.61998,22.13683,765.23154
1_CP020448_2_Citrobacter_braakii_strain_FDAARGOS_253_chromosome__complete_genome_BAC,5244290,1112,52.01808,212.04014,113.42032,21.62739,747.62142
1_CP014912_1_Lactobacillus_paracollinoides_strain_TMW_1_1979_chromosome__complete_genome_BAC,3235324,649,47.15801,200.59840,66.19585,20.46035,707.27955
1_CP020618_1_Staphylococcus_hominis_subsp__hominis_strain_K1_chromosome__complete_genome_BAC,2253412,445,31.35331,197.47849,45.38853,20.14214,696.27924
1_CP011013_1_Lactobacillus_mucosae_LM1__complete_genome_BAC,2326299,453,46.45541,194.72983,46.20450,19.86181,686.58788
1_FO681494_1_Xanthomonas_fuscans_subsp__fuscans_str__4834_R__chromosome__complete_genome_BAC,4981995,966,64.82736,193.89803,98.52880,19.77698,683.65509
1_CP017962_1_Virgibacillus_halodenitrificans_strain_PDB_F2_chromosome__complete_genome_BAC,3869935,747,37.47986,193.02625,76.19153,19.68806,680.58131
1_AP013068_1_Pseudomonas_resinovorans_NBRC_106553_DNA__complete_geonome_BAC,6285863,1213,65.57082,192.97280,123.72198,19.68258,680.39286
1_AP009385_1_Burkholderia_multivorans_ATCC_17616_DNA__complete_genome__chromosome_1_BAC,3448421,664,66.89722,192.55195,67.72580,19.63965,678.90901
1_CP008696_1_Pseudomonas_chlororaphis_strain_PA23__complete_genome_BAC,7122173,1274,62.64786,178.87807,129.94378,18.24496,630.69697
1_CP009048_1_Pseudomonas_alkylphenolica_strain_KL28_chromosome__complete_genome_BAC,5764622,1027,60.62865,178.15572,104.75060,18.17129,628.15007
1_CP000680_1_Pseudomonas_mendocina_ymp__complete_genome_BAC,5072807,893,64.69438,176.03656,91.08304,17.95516,620.67823
AE016820.4_Ashbya_gossypii_ATCC_10895_chromosome_VII__complete_sequence,1800949,307,51.19390,170.46559,31.31298,17.38693,601.03584
1_CP000411_1_Oenococcus_oeni_PSU_1__complete_genome_BAC,1780517,303,37.87716,170.17501,30.90500,17.35731,600.01129
1_CP000352_1_Cupriavidus_metallidurans_CH34__complete_genome_BAC,3928089,661,63.83132,168.27517,67.41981,17.16351,593.31275
1_CP016278_1_Diaphorobacter_polyhydroxybutyrativorans_strain_SL_205_chromosome__complete_genome_BAC,4061276,682,66.66696,167.92735,69.56174,17.12805,592.08641
1_CP010415_1_Azotobacter_chroococcum_NCIMB_8003__complete_genome_BAC,4591803,741,66.28947,161.37462,75.57955,16.45967,568.98248
1_CP014784_1_Pseudomonas_alcaligenes_strain_NEB_585__complete_genome_BAC,4406305,709,65.51708,160.90598,72.31565,16.41186,567.33010
1_CR936503_1_Lactobacillus_sakei_strain_23K_complete_genome_BAC,1884661,300,41.25272,159.17991,30.59901,16.23581,561.24423
1_CP001157_1_Azotobacter_vinelandii_DJ__complete_genome_BAC,5365318,852,65.69439,158.79761,86.90118,16.19683,559.89632
1_AP007281_1_Lactobacillus_reuteri_JCM_1112_DNA__complete_genome_BAC,2039414,320,38.86985,156.90813,32.63894,16.00408,553.23428
1_CP012873_1_Weissella_cibaria_strain_CH2__complete_genome_BAC,2466961,375,45.08129,152.00895,38.24876,15.50440,535.96053
1_CP003668_1_Staphylococcus_warneri_SG1__complete_genome_BAC,2486042,374,32.72778,150.44006,38.14676,15.34438,530.42885
1_CP000517_1_Lactobacillus_helveticus_DPC_4571__complete_genome_BAC,2080931,304,37.06815,146.08853,31.00699,14.90054,515.08602
1_HE999757_2_Carnobacterium_maltaromaticum_LMA28_complete_genome_BAC,3650416,516,34.51177,141.35360,52.63029,14.41762,498.39137
1_CP012165_1_Enterobacter_hormaechei_subsp__xiangfangensis_strain_34978_chromosome__complete_genome_BAC,4930963,696,55.11823,141.14899,70.98969,14.39672,497.66994
1_CP004014_1_Staphylococcus_pasteuri_SP1__complete_genome_BAC,2559946,354,32.70244,138.28395,36.10683,14.10453,487.56826
1_CP012257_1_Cronobacter_universalis_NCTC_9529__complete_genome_BAC,4307096,591,57.84732,137.21530,60.28004,13.99552,483.80035
1_AE016825_1_Chromobacterium_violaceum_ATCC_12472__complete_genome_BAC,4751080,639,64.84668,134.49574,65.17588,13.71812,474.21159
1_AP012046_1_Tetragenococcus_halophilus_NBRC_12172_DNA__complete_genome_BAC,2562720,342,36.03267,133.45196,34.88287,13.61166,470.53139
1_CP014067_2_Enterococcus_gallinarum_strain_FDAARGOS_163_chromosome__complete_genome_BAC,3733350,496,42.38992,132.85655,50.59036,13.55093,468.43207
1_CP000514_1_Marinobacter_hydrocarbonoclasticus_VT8_chromosome__complete_genome_BAC,4326849,559,57.26956,129.19329,57.01615,13.17729,455.51598
1_CP019609_1_Vagococcus_penaei_strain_CD276__complete_genome_BAC,2365304,303,35.05174,128.10214,30.90500,13.06597,451.66875
1_CP007208_1_Staphylococcus_xylosus_strain_HKUOPL8__complete_genome_BAC,2836901,357,32.76366,125.84159,36.41282,12.83542,443.69838
1_CP014608_1_Obesumbacterium_proteus_strain_DSM_2777__complete_genome_BAC,5011796,620,49.07800,123.70805,63.23795,12.61782,436.17584
1_CP021874_1_Enterococcus_wangshanyuanii_strain_MN05__complete_genome_BAC,3842361,474,37.47498,123.36168,48.34643,12.58248,434.95461
1_CP003191_1_Tannerella_forsythia_92A2__complete_genome_BAC,3405521,420,46.95995,123.32918,42.83861,12.57916,434.84002
1_CP014136_1_Gibbsiella_quercinecans_strain_FRB97__complete_genome_BAC,5548506,672,55.93843,121.11360,68.54177,12.35320,427.02819
1_CP003380_1_Methylophaga_frappieri_strain_JAM7__complete_genome_BAC,2697465,322,47.78910,119.37156,32.84293,12.17548,420.88603
1_CP008788_1_Klebsiella_oxytoca_KONIH1__complete_genome_BAC,6152190,731,55.90898,118.81948,74.55958,12.11919,418.93948
1_CP022823_1_Klebsiella_quasivariicola_strain_KPN1705_chromosome__complete_genome_BAC,5540188,658,56.93057,118.76849,67.11382,12.11400,418.75970
1_CP007215_3_Kosakonia_sacchari_SP1_chromosome__complete_genome_BAC,4902027,580,53.73717,118.31833,59.15808,12.06808,417.17251
1_CP010026_1_Paraburkholderia_fungorum_strain_ATCC_BAA_463_chromosome_1__complete_sequence_BAC,4463161,526,62.07680,117.85372,53.65026,12.02069,415.53436
1_CP017713_1_Lactobacillus_coryniformis_subsp__coryniformis_KCTC_3167___DSM_20001_chromosome__complete_genome_BAC,2951508,345,43.11041,116.88932,35.18886,11.92233,412.13404
1_CP007601_1_Staphylococcus_capitis_subsp__capitis_strain_AYP1020__complete_genome_BAC,2443604,284,32.99337,116.22197,28.96706,11.85424,409.78105
1_CP001392_1_Acidovorax_ebreus_TPSY__complete_genome_BAC,3796573,440,66.84608,115.89408,44.87854,11.82080,408.62498
1_CP005965_1_Bacillus_paralicheniformis_ATCC_9945a__complete_genome_BAC,4376305,497,45.90913,113.56600,50.69235,11.58337,400.41650
1_CP018197_1_Bacillus_safensis_strain_KCTC_12796BP_chromosome__complete_genome_BAC,3935874,438,41.43458,111.28416,44.67455,11.35061,392.37110
1_CP017267_1_Vagococcus_teuberi_strain_DSM_21459_chromosome__complete_genome_BAC,2169060,237,34.12075,109.26392,24.17321,11.14456,385.24803
1_CP006664_1_Edwardsiella_anguillarum_ET080813_chromosome__complete_genome_BAC,4200387,455,58.71495,108.32327,46.40849,11.04862,381.93146
1_CP016442_1_Burkholderia_stabilis_strain_ATCC_BAA_67_chromosome_1__complete_sequence_BAC,3886092,420,66.37130,108.07779,42.83861,11.02357,381.06590
1_CP018176_1_Lactobacillus_hordei_strain_TMW_1_1822_chromosome__complete_genome_BAC,2422912,257,34.99700,106.07080,26.21315,10.81886,373.98957
1_CP023481_1_Bacillus_glycinifermentans_strain_KBN06P03352_chromosome__complete_genome_BAC,4659467,489,46.06332,104.94756,49.87638,10.70431,370.02919
1_AE009952_1_Yersinia_pestis_KIM10+__complete_genome_BAC,4600755,481,47.63327,104.54794,49.06041,10.66355,368.62021
1_CP018420_1_Pseudomonas_veronii_strain_R02_chromosome__complete_genome_BAC,6852809,711,61.06460,103.75306,72.51964,10.58247,365.81757
1_CP018180_1_Lactobacillus_nagelii_strain_TMW_1_1827_chromosome__complete_genome_BAC,2406166,249,36.66664,103.48396,25.39718,10.55504,364.86877
1_CP014332_1_Weissella_jogaejeotgali_strain_FOL01_chromosome__complete_genome_BAC,2114163,215,38.84090,101.69524,21.92929,10.37256,358.56200
1_CP018758_1_Pseudomonas_psychrotolerans_strain_PRS08_11306__complete_genome_BAC,5271920,529,64.80454,100.34295,53.95625,10.23465,353.79404
1_CP006978_1_Pseudomonas_monteilii_SB3078__complete_genome_BAC,6000087,590,62.46724,98.33186,60.17805,10.02953,346.70324
1_CP002886_1_Enterobacter_ludwigii_strain_EcWSU1__complete_genome_BAC,4734438,465,54.60604,98.21647,47.42846,10.01776,346.29641
CP019491.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_2__complete_sequence,2005801,196,42.62920,97.71662,19.99135,9.96677,344.53401
1_AP013036_1_Enterococcus_mundtii_QU_25_DNA__complete_genome_BAC,3022186,293,38.59807,96.94956,29.88503,9.88855,341.82947
1_CP015243_1_Halotalea_alkalilenta_strain_IHB_B_13600_chromosome__complete_genome_BAC,4387428,414,64.33146,94.36048,42.22663,9.62446,332.70076
1_CP017460_1_Staphylococcus_nepalensis_strain_JS1_chromosome__complete_genome_BAC,2913597,269,33.12577,92.32565,27.43711,9.41692,325.52624
1_CP016162_1_Pseudomonas_alcaliphila_JAB1_chromosome__complete_genome_BAC,5340293,490,62.54770,91.75532,49.97838,9.35873,323.51535
1_CP014872_1_Lactobacillus_lindneri_strain_TMW_1_1993_chromosome__complete_genome_BAC,1389742,125,34.23792,89.94488,12.74959,9.17407,317.13203
1_CP009450_1_Pluralibacter_gergoviae_strain_FB2_chromosome__complete_genome_BAC,5489680,483,59.10452,87.98327,49.26440,8.97400,310.21568
1_AE017333_1_Bacillus_licheniformis_DSM_13___ATCC_14580__complete_genome_BAC,4222645,365,46.18074,86.43882,37.22879,8.81646,304.77017
1_CP012252_1_Klebsiella_quasipneumoniae_strain_HKUOPLA__complete_genome_BAC,5090052,439,58.03578,86.24670,44.77655,8.79687,304.09279
1_FM177140_1_Lactobacillus_casei_BL23_complete_genome__strain_BL23_BAC,3079196,265,46.32726,86.06131,27.02912,8.77798,303.43916
1_CP000813_4_Bacillus_pumilus_SAFR_032_chromosome__complete_genome_BAC,3704641,314,41.27567,84.75857,32.02696,8.64509,298.84589
1_CP017420_1_Delftia_tsuruhatensis_strain_CM13__complete_genome_BAC,7195716,590,66.34824,81.99318,60.17805,8.36304,289.09555
1_CP002449_1_Alicycliphilus_denitrificans_BC__complete_genome_BAC,4637013,380,68.29717,81.94936,38.75874,8.35856,288.94103
1_CP003504_1_Enterococcus_hirae_ATCC_9790__complete_genome_BAC,2827741,228,36.92730,80.62976,23.25524,8.22397,284.28832
1_CP018199_1_Staphylococcus_succinus_strain_14BME20_chromosome__complete_genome_BAC,2745675,219,33.07780,79.76166,22.33727,8.13544,281.22754
1_CP021920_1_Bacillus_sonorensis_strain_SRCM101395_chromosome__complete_genome_BAC,4832293,385,45.19469,79.67237,39.26872,8.12631,280.91271
