species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
1_AE000783_1_Borrelia_burgdorferi_B31__complete_genome_BAC,910724,0,28.58878,0.00000,0.00000,0.00000,0.00000
1_AE001273_1_Chlamydia_trachomatis_D_UW_3_CX__complete_genome_BAC,1042519,0,41.29358,0.00000,0.00000,0.00000,0.00000
1_AE001437_1_Clostridium_acetobutylicum_ATCC_824__complete_genome_BAC,3940880,0,30.92058,0.00000,0.00000,0.00000,0.00000
1_AE002098_2_Neisseria_meningitidis_MC58__complete_genome_BAC,2272360,5,51.51927,2.20036,0.50998,0.22443,7.75812
1_AE002160_2_Chlamydia_muridarum_Nigg__complete_genome_BAC,1072950,0,40.32591,0.00000,0.00000,0.00000,0.00000
1_AE002163_1_Chlamydia_phage_phiCPAR39__complete_sequence_BAC,4532,0,40.62224,0.00000,0.00000,0.00000,0.00000
1_AE003849_1_Xylella_fastidiosa_9a5c__complete_genome_BAC,2679306,148,52.66793,55.23810,15.09551,5.63411,194.76118
1_AE003852_1_Vibrio_cholerae_O1_biovar_eltor_str__N16961_chromosome_I__complete_sequence_BAC,2961149,1,47.68149,0.33771,0.10200,0.03444,1.19070
1_AE004091_2_Pseudomonas_aeruginosa_PAO1__complete_genome_BAC,6264404,2137014,66.57459,341136.26205,217968.34839,34794.74653,1202794.78446
1_AE004092_2_Streptococcus_pyogenes_M1_GAS__complete_genome_BAC,1852433,1,38.50574,0.53983,0.10200,0.05506,1.90336
1_AE004439_1_Pasteurella_multocida_subsp__multocida_str__Pm70__complete_genome_BAC,2257487,1,40.39953,0.44297,0.10200,0.04518,1.56184
1_AE004969_1_Neisseria_gonorrhoeae_FA_1090__complete_genome_BAC,2153922,0,52.68194,0.00000,0.00000,0.00000,0.00000
1_AE005176_1_Lactococcus_lactis_subsp__lactis_Il1403__complete_genome_BAC,2365589,1,35.32383,0.42273,0.10200,0.04312,1.49047
1_AE005672_3_Streptococcus_pneumoniae_TIGR4__complete_genome_BAC,2160842,1,39.69108,0.46278,0.10200,0.04720,1.63170
1_AE005673_1_Caulobacter_crescentus_CB15__complete_genome_BAC,4016947,1,67.23526,0.24895,0.10200,0.02539,0.87774
1_AE006468_2_Salmonella_enterica_subsp__enterica_serovar_Typhimurium_str__LT2__complete_genome_BAC,4857450,1340104,52.21415,275886.31895,136686.16843,28139.48796,972733.36919
1_AE006470_1_Chlorobium_tepidum_TLS__complete_genome_BAC,2154946,0,56.51666,0.00000,0.00000,0.00000,0.00000
1_AE006914_1_Rickettsia_conorii_str__Malish_7__complete_genome_BAC,1268755,0,32.43163,0.00000,0.00000,0.00000,0.00000
1_AE007869_2_Agrobacterium_tumefaciens_str__C58_circular_chromosome__complete_sequence_BAC,2841580,0,59.37265,0.00000,0.00000,0.00000,0.00000
1_AE008691_1_Thermoanaerobacter_tengcongensis_MB4__complete_genome_BAC,2689445,0,37.56673,0.00000,0.00000,0.00000,0.00000
1_AE008692_2_Zymomonas_mobilis_subsp__mobilis_ZM4__complete_genome_BAC,2056363,8,46.31778,3.89037,0.81597,0.39680,13.71685
1_AE008917_1_Brucella_melitensis_bv__1_str__16M_chromosome_I__complete_sequence_BAC,2117144,0,57.15451,0.00000,0.00000,0.00000,0.00000
1_AE008922_1_Xanthomonas_campestris_pv__campestris_str__ATCC_33913__complete_genome_BAC,5076188,7,65.08223,1.37899,0.71398,0.14065,4.86210
1_AE008923_1_Xanthomonas_axonopodis_pv__citri_str__306__complete_genome_BAC,5175554,33,64.78524,6.37613,3.36589,0.65034,22.48128
1_AE009440_1_Chlamydophila_pneumoniae_TW_183__complete_genome_BAC,1225935,0,40.56966,0.00000,0.00000,0.00000,0.00000
1_AE009948_1_Streptococcus_agalactiae_2603V_R__complete_genome_BAC,2160267,2,35.63900,0.92581,0.20399,0.09443,3.26427
1_AE009951_2_Fusobacterium_nucleatum_subsp__nucleatum_ATCC_25586__complete_genome_BAC,2174500,0,27.14642,0.00000,0.00000,0.00000,0.00000
1_AE009952_1_Yersinia_pestis_KIM10+__complete_genome_BAC,4600755,481,47.63327,104.54794,49.06041,10.66355,368.62021
1_AE013218_1_Buchnera_aphidicola_str__Sg__Schizaphis_graminum___complete_genome_BAC,641454,12,25.32621,18.70762,1.22396,1.90810,65.96022
1_AE013598_1_Xanthomonas_oryzae_pv__oryzae_KACC_10331__complete_genome_BAC,4941439,31,63.70145,6.27347,3.16190,0.63987,22.11932
1_AE014133_2_Streptococcus_mutans_UA159__complete_genome_BAC,2032925,3,36.82305,1.47571,0.30599,0.15052,5.20313
1_AE014184_1_Tropheryma_whipplei_str__Twist__complete_genome_BAC,927303,0,46.32438,0.00000,0.00000,0.00000,0.00000
1_AE014291_4_Brucella_suis_1330_chromosome_I__complete_sequence_BAC,2107794,0,57.21049,0.00000,0.00000,0.00000,0.00000
1_AE014295_3_Bifidobacterium_longum_NCC2705__complete_genome_BAC,2256640,0,60.11975,0.00000,0.00000,0.00000,0.00000
1_AE014299_2_Shewanella_oneidensis_MR_1__complete_genome_BAC,4969811,0,45.95131,0.00000,0.00000,0.00000,0.00000
1_AE015451_2_Pseudomonas_putida_KT2440_complete_genome_BAC,6181873,5768,61.52718,933.05100,588.31689,95.16806,3289.79650
1_AE015924_1_Porphyromonas_gingivalis_W83__complete_genome_BAC,2343476,0,48.27417,0.00000,0.00000,0.00000,0.00000
1_AE015925_1_Chlamydophila_caviae_GPIC__complete_genome_BAC,1173390,0,39.21634,0.00000,0.00000,0.00000,0.00000
1_AE015927_1_Clostridium_tetani_E88__complete_genome_BAC,2799251,1,28.74670,0.35724,0.10200,0.03644,1.25957
1_AE015928_1_Bacteroides_thetaiotaomicron_VPI_5482__complete_genome_BAC,6260361,68,42.82929,10.86200,6.93577,1.10789,38.29775
1_AE015929_1_Staphylococcus_epidermidis_ATCC_12228__complete_genome_BAC,2499279,581,32.09041,232.46695,59.26008,23.71087,819.64325
1_AE016822_1_Leifsonia_xyli_subsp__xyli_str__CTCB07__complete_genome_BAC,2584158,0,67.69367,0.00000,0.00000,0.00000,0.00000
1_AE016823_1_Leptospira_interrogans_serovar_Copenhageni_str__Fiocruz_L1_130__chromosome_I__complete_sequence_BAC,4277185,0,35.04299,0.00000,0.00000,0.00000,0.00000
1_AE016825_1_Chromobacterium_violaceum_ATCC_12472__complete_genome_BAC,4751080,639,64.84668,134.49574,65.17588,13.71812,474.21159
1_AE016827_1_Mannheimia_succiniciproducens_MBEL55E__complete_genome_BAC,2314078,3,42.53255,1.29641,0.30599,0.13223,4.57095
1_AE016828_3_Coxiella_burnetii_RSA_493__complete_genome_BAC,1995488,0,42.65401,0.00000,0.00000,0.00000,0.00000
1_AE016830_1_Enterococcus_faecalis_V583_chromosome__complete_genome_BAC,3218031,770307,37.52399,239372.22462,78568.76209,24415.16497,843990.20376
1_AE016853_1_Pseudomonas_syringae_pv__tomato_str__DC3000__complete_genome_BAC,6397126,494,58.39594,77.22213,50.38636,7.87641,272.27353
1_AE016877_1_Bacillus_cereus_ATCC_14579__complete_genome_BAC,5411809,18,35.27458,3.32606,1.83594,0.33925,11.72718
1_AE016879_1_Bacillus_anthracis_str__Ames__complete_genome_BAC,5227293,17,35.37046,3.25216,1.73394,0.33171,11.46663
1_AE016958_1_Mycobacterium_avium_subsp__paratuberculosis_str__k10__complete_genome_BAC,4829781,0,69.32266,0.00000,0.00000,0.00000,0.00000
1_AE017125_1_Helicobacter_hepaticus_ATCC_51449__complete_genome_BAC,1799146,0,35.92716,0.00000,0.00000,0.00000,0.00000
1_AE017126_1_Prochlorococcus_marinus_subsp__marinus_str__CCMP1375_complete_genome_BAC,1751080,0,36.43287,0.00000,0.00000,0.00000,0.00000
1_AE017180_2_Geobacter_sulfurreducens_PCA__complete_genome_BAC,3814128,5,60.93857,1.31091,0.50998,0.13371,4.62209
1_AE017196_1_Wolbachia_endosymbiont_of_Drosophila_melanogaster__complete_genome_BAC,1267782,13,35.22985,10.25415,1.32596,1.04589,36.15456
1_AE017197_1_Rickettsia_typhi_str__Wilmington__complete_genome_BAC,1111496,0,28.91469,0.00000,0.00000,0.00000,0.00000
1_AE017198_1_Lactobacillus_johnsonii_NCC_533__complete_genome_BAC,1992676,62,34.60343,31.11388,6.32379,3.17352,109.70282
1_AE017221_1_Thermus_thermophilus_HB27__complete_genome_BAC,1894877,0,69.43954,0.00000,0.00000,0.00000,0.00000
1_AE017223_1_Brucella_abortus_biovar_1_str__9_941_chromosome_I__complete_sequence_BAC,2124241,0,57.15193,0.00000,0.00000,0.00000,0.00000
1_AE017226_1_Treponema_denticola_ATCC_35405__complete_genome_BAC,2843201,0,37.86759,0.00000,0.00000,0.00000,0.00000
1_AE017243_1_Mycoplasma_hyopneumoniae_J__complete_genome_BAC,897405,0,28.51719,0.00000,0.00000,0.00000,0.00000
1_AE017245_1_Mycoplasma_synoviae_53__complete_genome_BAC,799476,0,28.49265,0.00000,0.00000,0.00000,0.00000
1_AE017262_2_Listeria_monocytogenes_str__4b_F2365__complete_genome_BAC,2905187,891983,38.03631,307030.86545,90979.31099,31316.16412,1082544.32235
1_AE017263_1_Mesoplasma_florum_L1_complete_genome_BAC,793224,0,27.01603,0.00000,0.00000,0.00000,0.00000
1_AE017282_2_Methylococcus_capsulatus_str__Bath__complete_genome_BAC,3304561,1,63.59504,0.30261,0.10200,0.03087,1.06696
1_AE017308_1_Mycoplasma_mobile_163K_complete_genome_BAC,777079,0,24.94877,0.00000,0.00000,0.00000,0.00000
1_AE017333_1_Bacillus_licheniformis_DSM_13___ATCC_14580__complete_genome_BAC,4222645,365,46.18074,86.43882,37.22879,8.81646,304.77017
1_AE017340_1_Idiomarina_loihiensis_L2TR__complete_genome_BAC,2839318,6,47.03370,2.11318,0.61198,0.21554,7.45076
1_AE017354_1_Legionella_pneumophila_subsp__pneumophila_str__Philadelphia_1__complete_genome_BAC,3397754,4,38.26258,1.17725,0.40799,0.12008,4.15080
1_AE017355_1_Bacillus_thuringiensis_serovar_konkukian_str__97_27__complete_genome_BAC,5237682,33,35.39850,6.30050,3.36589,0.64263,22.21461
1_AF222894_1_Ureaplasma_parvum_serovar_3_str__ATCC_700970__complete_genome_BAC,751719,0,25.49613,0.00000,0.00000,0.00000,0.00000
1_AJ749949_2_Francisella_tularensis_subsp__tularensis_SCHU_S4_complete_genome_BAC,1892775,0,32.25525,0.00000,0.00000,0.00000,0.00000
1_AJ938182_1_Staphylococcus_aureus_RF122_complete_genome_BAC,2742531,891428,32.77394,325038.55929,90922.70283,33152.84678,1146036.72300
1_AL009126_3_Bacillus_subtilis_subsp__subtilis_str__168_complete_genome_BAC,4215606,7755,43.50129,1839.59142,790.98431,187.63242,6486.12070
1_AL111168_1_Campylobacter_jejuni_subsp__jejuni_NCTC_11168_complete_genome_BAC,1641481,0,30.54497,0.00000,0.00000,0.00000,0.00000
1_AL445566_1_Mycoplasma_pulmonis_UAB_CTIP__complete_genome_BAC,963879,0,26.63414,0.00000,0.00000,0.00000,0.00000
1_AL591688_1_Sinorhizobium_meliloti_1021_complete_chromosome_BAC,3654135,0,62.73623,0.00000,0.00000,0.00000,0.00000
1_AL592022_1_Listeria_innocua_Clip11262_complete_genome_BAC,3011208,22445,37.43309,7453.81425,2289.31564,760.26476,26281.01993
1_AL645882_2_Streptomyces_coelicolor_A3_2__complete_genome_BAC,8667507,9,72.14022,1.03836,0.91797,0.10591,3.66110
1_AL646052_1_Ralstonia_solanacearum_GMI1000_chromosome_complete_sequence_BAC,3716413,152,67.05496,40.89969,15.50350,4.17163,144.20610
1_AL954747_1_Nitrosomonas_europaea_ATCC_19718__complete_genome_BAC,2812094,0,50.69918,0.00000,0.00000,0.00000,0.00000
1_AM167904_1_Bordetella_avium_197N_complete_genome_BAC,3732255,29,61.58917,7.77009,2.95790,0.79252,27.39616
1_AM180252_1_Lawsonia_intracellularis_PHE_MN1_00_BAC,1457619,0,33.27467,0.00000,0.00000,0.00000,0.00000
1_AM180355_1_Clostridium_difficile_630_complete_genome_BAC,4290252,10,29.05732,2.33087,1.01997,0.23774,8.21828
1_AM181176_4_Pseudomonas_fluorescens_SBW25_complete_genome_BAC,6722539,128,60.50635,19.04042,13.05558,1.94206,67.13364
1_AM236080_1_Rhizobium_leguminosarum_bv__viciae_chromosome_complete_genome__strain_3841_BAC,5057142,2,61.09255,0.39548,0.20399,0.04034,1.39440
1_AM260479_1_Ralstonia_eutropha_H16_chromosome_1_BAC,4052032,13,66.48436,3.20827,1.32596,0.32723,11.31187
1_AM260522_1_Helicobacter_acinonychis_str__Sheeba_complete_genome__strain_Sheeba_BAC,1553927,0,38.17432,0.00000,0.00000,0.00000,0.00000
1_AM260525_1_Bartonella_tribocorum_CIP_105476_complete_genome__type_strain_CIP_105476_BAC,2619061,0,38.84898,0.00000,0.00000,0.00000,0.00000
1_AM263198_1_Listeria_welshimeri_serovar_6b_str__SLCC5334_complete_genome_BAC,2814130,4464,36.34450,1586.28066,455.31321,161.79535,5592.98532
1_AM286415_1_Yersinia_enterocolitica_subsp__enterocolitica_8081_complete_genome_BAC,4615899,28,47.26529,6.06599,2.85591,0.61871,21.38776
1_AM286690_1_Alcanivorax_borkumensis_SK2__complete_genome_BAC,3120143,0,54.72391,0.00000,0.00000,0.00000,0.00000
1_AM295250_1_Staphylococcus_carnosus_subsp__carnosus_TM300_complete_genome_BAC,2566424,111,34.62726,43.25091,11.32163,4.41144,152.49616
1_AM398681_2_Flavobacterium_psychrophilum_JIP02_86_complete_genome_BAC,2860382,0,32.52768,0.00000,0.00000,0.00000,0.00000
1_AM408590_1_Mycobacterium_bovis_BCG_Pasteur_1173P2__complete_genome_BAC,4374522,0,65.64768,0.00000,0.00000,0.00000,0.00000
1_AM420293_1_Saccharopolyspora_erythraea_NRRL2338_complete_genome_BAC,8212805,0,71.17302,0.00000,0.00000,0.00000,0.00000
1_AM711867_1_Clavibacter_michiganensis_subsp__michiganensis_NCPPB_382_complete_genome_BAC,3297891,0,72.69180,0.00000,0.00000,0.00000,0.00000
1_AM746676_1_Sorangium_cellulosum_So_ce_56_complete_genome_BAC,13033779,0,71.41648,0.00000,0.00000,0.00000,0.00000
1_AM747720_1_Burkholderia_cenocepacia_J2315_chromosome_1__complete_genome_BAC,3870082,46,66.70593,11.88606,4.69185,1.21234,41.90844
1_AM902716_1_Bordetella_petrii_strain_DSM_12804__complete_genome_BAC,5287950,1412,65.49398,267.02219,144.01932,27.23538,941.47980
1_AM942444_1_Corynebacterium_urealyticum_DSM_7109_complete_genome_BAC,2369219,0,64.20198,0.00000,0.00000,0.00000,0.00000
1_AM942759_1_Proteus_mirabilis_strain_HI4320__complete_genome_BAC,4063606,36,38.89244,8.85912,3.67188,0.90360,31.23591
1_AM946015_1_Streptococcus_uberis_0140J_complete_genome_BAC,1852352,0,36.62630,0.00000,0.00000,0.00000,0.00000
1_AP006618_1_Nocardia_farcinica_IFM_10152_DNA__complete_genome_BAC,6021225,2,70.86750,0.33216,0.20399,0.03388,1.17114
1_AP006627_1_Bacillus_clausii_KSM_K16_DNA__complete_genome_BAC,4303871,1,44.74627,0.23235,0.10200,0.02370,0.81923
1_AP006716_1_Staphylococcus_haemolyticus_JCSC1435_DNA__complete_genome_BAC,2685015,2857,32.76654,1064.05166,291.40454,108.52995,3751.68499
1_AP006725_1_Klebsiella_pneumoniae_subsp__pneumoniae_NTUH_K2044_DNA__complete_genome_BAC,5248520,418,57.67334,79.64150,42.63462,8.12317,280.80386
1_AP006840_1_Symbiobacterium_thermophilum_IAM_14863_DNA__complete_genome_BAC,3566135,0,68.68832,0.00000,0.00000,0.00000,0.00000
1_AP006841_1_Bacteroides_fragilis_YCH46_DNA__complete_genome_BAC,5277274,1,43.25768,0.18949,0.10200,0.01933,0.66812
1_AP006861_1_Chlamydia_felis_Fe_C_56_Fe_C_56_DNA__complete_genome_BAC,1166239,0,39.36819,0.00000,0.00000,0.00000,0.00000
1_AP007255_1_Magnetospirillum_magneticum_AMB_1_DNA__complete_genome_BAC,4967148,71,65.10958,14.29391,7.24176,1.45793,50.39816
1_AP007281_1_Lactobacillus_reuteri_JCM_1112_DNA__complete_genome_BAC,2039414,320,38.86985,156.90813,32.63894,16.00408,553.23428
1_AP008230_1_Desulfitobacterium_hafniense_Y51_DNA__complete_genome_BAC,5727534,26,47.35133,4.53948,2.65191,0.46301,16.00551
1_AP008231_1_Synechococcus_elongatus_PCC_6301_DNA__complete_genome_BAC,2696255,6,55.46770,2.22530,0.61198,0.22697,7.84609
1_AP008232_1_Sodalis_glossinidius_str__morsitans_DNA__complete_genome_BAC,4171146,40,54.69362,9.58968,4.07987,0.97812,33.81176
1_AP008934_1_Staphylococcus_saprophyticus_subsp__saprophyticus_ATCC_15305_DNA__complete_genome_BAC,2516575,649,33.23619,257.88968,66.19585,26.30394,909.27993
1_AP008937_1_Lactobacillus_fermentum_IFO_3956_DNA__complete_genome_BAC,2098685,529609,51.46345,252353.38403,54018.36348,25739.14962,889759.80544
1_AP008955_1_Brevibacillus_brevis_NBRC_100599_DNA__complete_genome_BAC,6296436,10,47.25809,1.58820,1.01997,0.16199,5.59975
1_AP008957_1_Rhodococcus_erythropolis_PR4_DNA__complete_genome_BAC,6516310,11,62.32192,1.68807,1.12196,0.17218,5.95189
1_AP008971_1_Finegoldia_magna_ATCC_29328_DNA__complete_genome_BAC,1797577,42,32.30834,23.36475,4.28386,2.38313,82.38055
1_AP008981_1_Orientia_tsutsugamushi_str__Ikeda_DNA__complete_genome_BAC,2008987,0,30.50464,0.00000,0.00000,0.00000,0.00000
1_AP009044_1_Corynebacterium_glutamicum_R_DNA__complete_genome_BAC,3314179,0,54.12706,0.00000,0.00000,0.00000,0.00000
1_AP009049_1_Clostridium_kluyveri_NBRC_12016_DNA__complete_genome_BAC,3896121,1,31.98924,0.25667,0.10200,0.02618,0.90496
1_AP009152_1_Kocuria_rhizophila_DC2201_DNA__complete_genome_BAC,2697540,1,71.18551,0.37071,0.10200,0.03781,1.30706
1_AP009153_1_Gemmatimonas_aurantiaca_T_27_DNA__complete_genome_BAC,4636964,0,64.28729,0.00000,0.00000,0.00000,0.00000
1_AP009256_1_Bifidobacterium_adolescentis_ATCC_15703_DNA__complete_genome_BAC,2089645,0,59.18290,0.00000,0.00000,0.00000,0.00000
1_AP009332_1_Lactococcus_garvieae_ATCC_49156_DNA__complete_genome_BAC,1950135,102,38.81935,52.30394,10.40366,5.33484,184.41576
1_AP009384_1_Azorhizobium_caulinodans_ORS_571_DNA__complete_genome_BAC,5369772,18,67.33813,3.35210,1.83594,0.34190,11.81899
1_AP009385_1_Burkholderia_multivorans_ATCC_17616_DNA__complete_genome__chromosome_1_BAC,3448421,664,66.89722,192.55195,67.72580,19.63965,678.90901
1_AP009389_1_Pelotomaculum_thermopropionicum_SI_DNA__complete_genome_BAC,3025375,0,52.95398,0.00000,0.00000,0.00000,0.00000
1_AP009484_1_Macrococcus_caseolyticus_JCSC5402_DNA__complete_genome_BAC,2102324,1410,36.86687,670.68762,143.81533,68.40778,2364.74296
1_AP009493_1_Streptomyces_griseus_subsp__griseus_NBRC_13350_DNA__complete_genome_BAC,8545929,1,72.25119,0.11701,0.10200,0.01194,0.41258
1_AP009552_1_Microcystis_aeruginosa_NIES_843_DNA__complete_genome_BAC,5842795,3,42.31438,0.51345,0.30599,0.05237,1.81036
1_AP010803_1_Sphingobium_japonicum_UT26S_DNA__chromosome_1__complete_genome_BAC,3514822,0,64.77087,0.00000,0.00000,0.00000,0.00000
1_AP010904_1_Desulfovibrio_magneticus_RS_1_DNA__complete_genome_BAC,5248049,3,62.77327,0.57164,0.30599,0.05831,2.01552
1_AP010935_1_Streptococcus_dysgalactiae_subsp__equisimilis_GGS_124_DNA__complete_genome_BAC,2106340,0,39.57110,0.00000,0.00000,0.00000,0.00000
1_AP010968_1_Kitasatospora_setae_KM_6054_DNA__complete_genome_BAC,8783278,1,74.22995,0.11385,0.10200,0.01161,0.40143
1_AP010969_1_Streptococcus_intermedius_JTH08_DNA__complete_genome_BAC,1933610,0,37.70273,0.00000,0.00000,0.00000,0.00000
1_AP011112_1_Hydrogenobacter_thermophilus_TK_6_DNA__complete_genome_BAC,1743135,0,43.99663,0.00000,0.00000,0.00000,0.00000
1_AP011115_1_Rhodococcus_opacus_B4_DNA__complete_genome_BAC,7913450,0,67.91556,0.00000,0.00000,0.00000,0.00000
1_AP011121_1_Acetobacter_pasteurianus_IFO_3283_01_DNA__complete_genome_BAC,2907495,0,53.03287,0.00000,0.00000,0.00000,0.00000
1_AP011177_1_Shewanella_violacea_DSS12_DNA__complete_genome_BAC,4962103,0,44.70654,0.00000,0.00000,0.00000,0.00000
1_AP011529_1_Deferribacter_desulfuricans_SSM1_DNA__complete_genome_BAC,2234389,0,31.11273,0.00000,0.00000,0.00000,0.00000
1_AP011533_1_Rickettsia_japonica_YH_DNA__complete_genome_BAC,1283087,0,32.34367,0.00000,0.00000,0.00000,0.00000
1_AP011540_1_Rothia_mucilaginosa_DY_18_DNA__complete_genome_BAC,2264603,2,59.62044,0.88316,0.20399,0.09008,3.11388
1_AP011548_1_Lactobacillus_rhamnosus_ATCC_53103_DNA__complete_genome_BAC,3005051,98,46.68492,32.61177,9.99568,3.32629,114.98416
1_AP012027_1_Erysipelothrix_rhusiopathiae_str__Fujisawa_DNA__complete_genome_BAC,1787941,0,36.54878,0.00000,0.00000,0.00000,0.00000
1_AP012029_1_Anaerolinea_thermophila_UNI_1_DNA__complete_genome_BAC,3532378,0,53.84578,0.00000,0.00000,0.00000,0.00000
1_AP012035_1_Acidiphilium_multivorum_AIU301_DNA__complete_genome_BAC,3749411,0,67.60875,0.00000,0.00000,0.00000,0.00000
1_AP012044_1_Oscillibacter_valericigenes_Sjm18_20_DNA__complete_genome_BAC,4410036,0,53.31509,0.00000,0.00000,0.00000,0.00000
1_AP012046_1_Tetragenococcus_halophilus_NBRC_12172_DNA__complete_genome_BAC,2562720,342,36.03267,133.45196,34.88287,13.61166,470.53139
1_AP012050_1_Amphibacillus_xylanus_NBRC_15112_DNA__complete_genome_BAC,2569486,2,35.70412,0.77836,0.20399,0.07939,2.74440
1_AP012051_1_Caldisericum_exile_AZM16c01_DNA__complete_genome_BAC,1558103,0,35.36966,0.00000,0.00000,0.00000,0.00000
1_AP012052_1_Microbacterium_testaceum_StLB037_DNA__complete_genome_BAC,3982034,0,70.30550,0.00000,0.00000,0.00000,0.00000
1_AP012054_1_Streptococcus_pasteurianus_ATCC_43144_DNA__complete_genome_BAC,2100077,2581,37.37478,1229.00080,263.25345,125.35418,4333.27065
1_AP012057_1_Ilumatobacter_coccineus_YM16_304_DNA__complete_genome_BAC,4830181,0,67.31868,0.00000,0.00000,0.00000,0.00000
1_AP012157_1_Solibacillus_silvestris_StLB046_DNA__complete_genome_BAC,3969327,3,38.59280,0.75580,0.30599,0.07709,2.66482
1_AP012159_1_Komagataeibacter_medellinensis_NBRC_3288_DNA__complete_genome_BAC,3136818,0,60.91720,0.00000,0.00000,0.00000,0.00000
1_AP012204_1_Microlunatus_phosphovorus_NM_1_DNA__complete_genome_BAC,5683123,0,67.29559,0.00000,0.00000,0.00000,0.00000
1_AP012206_1_Bradyrhizobium_japonicum_USDA_6_DNA__complete_genome_BAC,9207384,0,63.67624,0.00000,0.00000,0.00000,0.00000
1_AP012273_1_Thiolapillus_brandeum_DNA__complete_genome_BAC,3129662,0,56.26966,0.00000,0.00000,0.00000,0.00000
1_AP012282_1_Melissococcus_plutonius_DAT561_DNA__complete_genome_BAC,1846178,106,31.44144,57.41585,10.81165,5.85623,202.43960
1_AP012292_1_Selenomonas_ruminantium_subsp__lactilytica_TAM6421_DNA__complete_genome_BAC,3003680,30,50.67099,9.98775,3.05990,1.01872,35.21529
1_AP012319_1_Actinoplanes_missouriensis_431_DNA__complete_genome_BAC,8773466,1,70.85417,0.11398,0.10200,0.01163,0.40188
1_AP012320_1_Rubrivivax_gelatinosus_IL144_DNA__complete_genome_BAC,5043253,56,71.27454,11.10395,5.71181,1.13257,39.15085
1_AP012325_1_Bifidobacterium_catenulatum_DSM_16992___JCM_1194___LMG_11043_DNA__complete_genome_BAC,2079525,0,56.19553,0.00000,0.00000,0.00000,0.00000
1_AP012330_1_Bifidobacterium_pseudocatenulatum_DSM_20438___JCM_1200___LMG_10505_DNA__complete_genome_BAC,2313752,0,56.37231,0.00000,0.00000,0.00000,0.00000
1_AP012331_1_Bifidobacterium_scardovii_JCM_12489___DSM_13734_DNA__complete_genome_BAC,3158347,0,64.63883,0.00000,0.00000,0.00000,0.00000
1_AP012333_1_Parascardovia_denticolens_DSM_10105___JCM_12538_DNA__complete_genome_BAC,1890857,0,58.31172,0.00000,0.00000,0.00000,0.00000
