species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
BK006947.3_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XIV__complete_sequence,784333,3705,38.63121,4723.77698,445.84355,568.43636,122371.32036
CP003822.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1575141__reverse_complement_,1575141,7412,48.13672,4705.61347,891.92776,566.25280,121900.78735
CP011552.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_VI__complete_sequence,270121,1243,38.71538,4601.65852,149.57720,553.74143,119207.79313
BK006940.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_VI__complete_sequence,270161,1196,38.72112,4427.00622,143.92143,532.72518,114683.35578
BK006937.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_III__complete_sequence,316620,1359,38.52659,4292.21148,163.53613,516.50615,111191.44460
CP011547.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_I__complete_sequence,224154,946,39.30431,4220.38813,113.83752,507.85402,109330.83214
BK006935.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_I__complete_sequence,230218,879,39.26500,3818.08705,105.77503,459.45649,98909.06261
CP003824.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1814975__reverse_complement_,1814975,6708,48.30161,3695.90849,807.21147,444.75091,95743.97864
CP003830.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1561994__reverse_complement_,1561994,5488,48.00605,3513.46680,660.40199,422.79422,91017.75391
CP003827.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1398693__reverse_complement_,1398693,4852,48.29080,3468.96024,583.86853,417.43883,89864.79393
CP003825.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1422463__reverse_complement_,1422463,4915,48.29710,3455.28170,591.44967,415.79285,89510.44575
1_AL592022_1_Listeria_innocua_Clip11262_complete_genome_BAC,3011208,9700,37.43309,3221.29642,1167.25571,387.63702,83448.96425
1_FR877557_1_Salmonella_bongori_NCTC_12419__culture_collection_SGSC_SARC11__complete_genome_BAC,4460105,11438,51.32243,2564.51074,1376.39905,308.60242,66434.67011
1_CP007025_1_Escherichia_albertii_KF1__complete_genome_BAC,4701875,11008,49.68321,2341.19118,1324.65473,281.72907,60649.48820
1_CP025979_1_Escherichia_marmotae_strain_HT073016_chromosome__complete_genome_BAC,4671322,10853,50.64028,2323.32617,1306.00270,279.57887,60186.68791
CP003826.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1399503__reverse_complement_,1399503,3067,48.15551,2191.49696,369.06941,263.71476,56771.59993
CP003832.1____Cryptococcus_neoformans_var._grubii_H99___1_to_756744__reverse_complement_,756744,1423,48.28428,1880.43450,171.23762,226.28212,48713.40305
1_CP010359_1_Pseudomonas_plecoglossicida_strain_NyZ12__complete_genome_BAC,6233254,11541,62.40273,1851.52208,1388.79362,222.80396,47964.41542
1_AL009126_3_Bacillus_subtilis_subsp__subtilis_str__168_complete_genome_BAC,4215606,7057,43.50129,1674.01633,849.20861,201.44405,43366.05855
1_AM263198_1_Listeria_welshimeri_serovar_6b_str__SLCC5334_complete_genome_BAC,2814130,3128,36.34450,1111.53358,376.40988,133.75713,28794.71927
1_FN597254_1_Streptococcus_gallolyticus_UCN34_complete_genome_BAC,2350911,1921,37.63248,817.13039,231.16476,98.32988,21168.08750
1_AP012054_1_Streptococcus_pasteurianus_ATCC_43144_DNA__complete_genome_BAC,2100077,1660,37.37478,790.44608,199.75716,95.11896,20476.81985
1_CP002461_1_Lactobacillus_sanfranciscensis_TMW_1_1304__complete_genome_BAC,1298316,1024,34.69328,788.71157,123.22370,94.91043,20431.88661
1_CP000416_1_Lactobacillus_brevis_ATCC_367__complete_genome_BAC,2291220,1799,46.21231,785.17122,216.48382,94.48410,20340.17252
1_FR687253_1_Listeria_ivanovii_subsp__ivanovii_PAM_55__complete_genome_BAC,2928879,2286,37.12614,780.50313,275.08727,93.92237,20219.24376
1_FN557490_1_Listeria_seeligeri_serovar_1_2b_str__SLCC3954_complete_genome_BAC,2797636,2043,37.37790,730.25836,245.84571,87.87626,18917.63310
1_CP007557_1_Citrobacter_freundii_CFNIH1__complete_genome_BAC,5099034,3349,52.23701,656.79159,403.00406,79.03538,17014.44710
1_AP018335_1_Ureibacillus_thermosphaericus_DNA__complete_geonome__strain__A1_BAC,3488104,2213,36.33444,634.44282,266.30277,76.34602,16435.49343
1_CP001837_1_Staphylococcus_lugdunensis_HKU09_01__complete_genome_BAC,2658366,1605,33.86444,603.75343,193.13870,72.65317,15640.47253
1_AP006716_1_Staphylococcus_haemolyticus_JCSC1435_DNA__complete_genome_BAC,2685015,1511,32.76654,562.75186,181.82715,67.71925,14578.31063
1_FN543502_1_Citrobacter_rodentium_ICC168__complete_genome_BAC,5346659,2248,54.71536,420.44940,270.51452,50.59507,10891.90888
CP003820.1____Cryptococcus_neoformans_var._grubii_H99___1_to_2291499__reverse_complement_,2291499,943,48.22905,411.52084,113.47651,49.52065,10660.61088
1_CP000783_1_Cronobacter_sakazakii_ATCC_BAA_894__complete_genome_BAC,4368373,1512,56.76348,346.12453,181.94749,41.65109,8966.49345
1_CP002439_1_Staphylococcus_pseudintermedius_HKU10_03__complete_genome_BAC,2617381,882,37.52765,336.97820,106.13603,40.55047,8729.55421
CP003823.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1084805__reverse_complement_,1084805,363,48.22771,334.62389,43.68184,40.26698,8668.56498
CP027654.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_8__complete_sequence,863982,259,42.28338,299.77546,31.16693,36.07358,7765.80239
1_AP009484_1_Macrococcus_caseolyticus_JCSC5402_DNA__complete_genome_BAC,2102324,628,36.86687,298.71761,75.57078,35.94631,7738.39835
CP003829.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1059964__reverse_complement_,1059964,301,48.41855,283.97298,36.22103,34.17193,7356.43293
1_CP019597_1_Staphylococcus_cohnii_strain_SNUDS_2_chromosome__complete_genome_BAC,2585879,714,32.72250,276.11490,85.91965,33.22649,7152.86626
1_CP022114_1_Kluyvera_georgiana_strain_YDC799_chromosome__complete_genome_BAC,5006140,1346,55.00419,268.86983,161.97177,32.35463,6965.17976
CP003833.2____Cryptococcus_neoformans_var._grubii_H99___1_to_942867__reverse_complement_,942867,243,48.07594,257.72376,29.24156,31.01345,6676.43640
1_CP001918_1_Enterobacter_cloacae_subsp__cloacae_ATCC_13047__complete_genome_BAC,5314581,1348,54.78075,253.64187,162.21244,30.52216,6570.69342
1_CP014158_1_Pseudomonas_citronellolis_strain_P3B5__complete_genome_BAC,6951444,1645,67.12874,236.64162,197.95213,28.47641,6130.29514
1_CP019986_1_Citrobacter_werkmanii_strain_BF_6_chromosome__complete_genome_BAC,4929789,1165,52.02605,236.31838,140.19102,28.43753,6121.92164
1_CP000822_1_Citrobacter_koseri_ATCC_BAA_895__complete_genome_BAC,4720462,992,53.82155,210.14901,119.37296,25.28841,5443.99366
1_CP025001_1_Bacillus_siamensis_strain_SCSIO_05746_chromosome__complete_genome_BAC,4268316,891,45.97541,208.74724,107.21906,25.11976,5407.68011
1_CP009470_1_Staphylococcus_schleiferi_strain_1360_13__complete_genome_BAC,2435632,489,35.94133,200.76941,58.84413,24.15970,5201.01139
1_CP012554_1_Citrobacter_portucalensis_strain_P10159__complete_genome_BAC,5080321,975,51.66630,191.91704,117.32725,23.09446,4971.68733
1_CP013114_1_Staphylococcus_equorum_strain_KS1039__complete_genome_BAC,2822193,530,33.06998,187.79742,63.77789,22.59870,4864.96681
1_CP006731_1_Cronobacter_malonaticus_strain_CMCC45402_chromosome__complete_genome_BAC,4377544,779,56.88370,177.95383,93.74146,21.41417,4609.96465
1_HG916765_1_Castellaniella_defragrans_65Phen_complete_genome_BAC,3952818,675,68.96798,170.76416,81.22656,20.54903,4423.71353
1_CP017962_1_Virgibacillus_halodenitrificans_strain_PDB_F2_chromosome__complete_genome_BAC,3869935,647,37.47986,167.18605,77.85716,20.11847,4331.02120
1_CP011013_1_Lactobacillus_mucosae_LM1__complete_genome_BAC,2326299,388,46.45541,166.78846,46.69023,20.07061,4320.72141
1_CP014912_1_Lactobacillus_paracollinoides_strain_TMW_1_1979_chromosome__complete_genome_BAC,3235324,524,47.15801,161.96234,63.05588,19.48982,4195.69881
1_CP000411_1_Oenococcus_oeni_PSU_1__complete_genome_BAC,1780517,287,37.87716,161.18887,34.53633,19.39681,4175.66165
1_CP003938_1_Enterobacteriaceae_bacterium_strain_FGI_57__complete_genome_BAC,4762179,760,54.01016,159.59078,91.45509,19.20447,4134.26248
1_HG916826_1_Pseudomonas_pseudoalcaligenes_CECT_5344_complete_genome_BAC,4686340,737,62.35241,157.26558,88.68737,18.92466,4074.02748
1_CP003583_1_Enterococcus_faecium_DO__complete_genome_BAC,2698137,416,38.13944,154.18029,50.05963,18.55341,3994.10162
1_CR936503_1_Lactobacillus_sakei_strain_23K_complete_genome_BAC,1884661,279,41.25272,148.03731,33.57364,17.81416,3834.96540
1_LN906634_1_Lactobacillus_reuteri__complete_genome__strain_ATCC_53608_BAC,1943635,286,38.95241,147.14659,34.41599,17.70703,3811.89093
1_CP020618_1_Staphylococcus_hominis_subsp__hominis_strain_K1_chromosome__complete_genome_BAC,2253412,322,31.35331,142.89455,38.74808,17.19530,3701.74003
1_CP009365_1_Pseudomonas_soli_strain_SJ10__complete_genome_BAC,6247860,888,63.40077,142.12866,106.85805,17.10315,3681.89956
1_CP022695_1_Citrobacter_farmeri_strain_AUSMDU00008141_chromosome__complete_genome_BAC,5130228,707,53.35829,137.81059,85.07730,16.58353,3570.03800
1_CP020377_1_Staphylococcus_sciuri_strain_SNUDS_18_chromosome__complete_genome_BAC,2673451,360,32.52185,134.65747,43.32083,16.20409,3488.35516
1_CP011602_1_Phytobacter_ursingii_strain_CAV1151_chromosome__complete_genome_BAC,5529134,690,52.74046,124.79359,83.03159,15.01711,3232.82764
1_CP012873_1_Weissella_cibaria_strain_CH2__complete_genome_BAC,2466961,304,45.08129,123.22859,36.58203,14.82878,3192.28558
1_CP001339_1_Thioalkalivibrio_sulfidiphilus_HL_EbGr7_chromosome__complete_genome_BAC,3464554,424,65.07486,122.38242,51.02231,14.72695,3170.36514
1_CP003191_1_Tannerella_forsythia_92A2__complete_genome_BAC,3405521,409,46.95995,120.09913,49.21728,14.45220,3111.21578
1_CP000517_1_Lactobacillus_helveticus_DPC_4571__complete_genome_BAC,2080931,241,37.06815,115.81360,29.00089,13.93650,3000.19741
1_AP007281_1_Lactobacillus_reuteri_JCM_1112_DNA__complete_genome_BAC,2039414,224,38.86985,109.83569,26.95518,13.21712,2845.33715
1_CP006704_1_Comamonas_testosteroni_TK102__complete_genome_BAC,6062703,636,61.87626,104.90376,76.53347,12.62366,2717.57349
1_CP018176_1_Lactobacillus_hordei_strain_TMW_1_1822_chromosome__complete_genome_BAC,2422912,251,34.99700,103.59444,30.20425,12.46610,2683.65510
1_CP020448_2_Citrobacter_braakii_strain_FDAARGOS_253_chromosome__complete_genome_BAC,5244290,539,52.01808,102.77845,64.86091,12.36791,2662.51661
1_CP018898_1_Bordetella_trematum_isolate_E202_chromosome__complete_genome_BAC,4321461,441,65.70331,102.04884,53.06802,12.28011,2643.61588
1_AP008934_1_Staphylococcus_saprophyticus_subsp__saprophyticus_ATCC_15305_DNA__complete_genome_BAC,2516575,255,33.23619,101.32799,30.68559,12.19340,2624.94193
1_AE015929_1_Staphylococcus_epidermidis_ATCC_12228__complete_genome_BAC,2499279,246,32.09041,98.42835,29.60257,11.84444,2549.82546
1_CP014332_1_Weissella_jogaejeotgali_strain_FOL01_chromosome__complete_genome_BAC,2114163,208,38.84090,98.38423,25.02981,11.83912,2548.68254
1_CP005965_1_Bacillus_paralicheniformis_ATCC_9945a__complete_genome_BAC,4376305,417,45.90913,95.28575,50.17996,11.46629,2468.41534
CP019491.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_2__complete_sequence,2005801,190,42.62078,94.72530,22.86377,11.39883,2453.89646
1_AE009952_1_Yersinia_pestis_KIM10+__complete_genome_BAC,4600755,424,47.63327,92.15869,51.02231,11.08999,2387.40741
1_CP003668_1_Staphylococcus_warneri_SG1__complete_genome_BAC,2486042,228,32.72778,91.71212,27.43653,11.03623,2375.83894
AE016820.4_Ashbya_gossypii_ATCC_10895_chromosome_VII__complete_sequence,1800949,165,51.18603,91.61831,19.85538,11.02495,2373.40880
1_CP004014_1_Staphylococcus_pasteuri_SP1__complete_genome_BAC,2559946,233,32.70244,91.01740,28.03820,10.95266,2357.84199
1_CP007208_1_Staphylococcus_xylosus_strain_HKUOPL8__complete_genome_BAC,2836901,258,32.76366,90.94434,31.04660,10.94384,2355.94929
CP002711.1_Ashbya_gossypii_FDAG1_chromosome_VII__complete_sequence,1823962,165,51.14164,90.46251,19.85538,10.88585,2343.46728
1_CP004143_1_Pseudomonas_denitrificans_ATCC_13867__complete_genome_BAC,5696307,513,65.25378,90.05830,61.73218,10.83723,2332.99608
1_CP017713_1_Lactobacillus_coryniformis_subsp__coryniformis_KCTC_3167___DSM_20001_chromosome__complete_genome_BAC,2951508,265,43.11041,89.78455,31.88894,10.80429,2325.90448
1_CP014872_1_Lactobacillus_lindneri_strain_TMW_1_1993_chromosome__complete_genome_BAC,1389742,122,34.23792,87.78620,14.68095,10.56379,2274.13652
1_CP013614_1_Enterococcus_silesiacus_strain_LMG_23085__complete_genome_BAC,3928141,339,36.39667,86.30039,40.79378,10.38501,2235.64581
1_CP016440_1_Bordetella_pseudohinzii_strain_HI4681_chromosome__complete_genome_BAC,4490371,380,66.65642,84.62554,45.72754,10.18347,2192.25833
1_CP020773_1_Staphylococcus_lutrae_strain_ATCC_700373_chromosome__complete_genome_BAC,2533115,207,37.72368,81.71741,24.90948,9.83354,2116.92193
1_CP009623_1_Staphylococcus_agnetis_strain_908__complete_genome_BAC,2474434,200,35.76252,80.82670,24.06713,9.72632,2093.84767
1_CP014016_2_Staphylococcus_simulans_strain_FDAARGOS_124__complete_genome_BAC,2647556,211,35.94547,79.69602,25.39082,9.59029,2064.55713
1_FM177140_1_Lactobacillus_casei_BL23_complete_genome__strain_BL23_BAC,3079196,245,46.32726,79.56612,29.48223,9.57465,2061.19199
1_CP012165_1_Enterobacter_hormaechei_subsp__xiangfangensis_strain_34978_chromosome__complete_genome_BAC,4930963,390,55.11823,79.09210,46.93090,9.51759,2048.91239
1_CP012366_1_Enterococcus_durans_strain_KLDS6_0933__complete_genome_BAC,2867028,223,37.98341,77.78084,26.83485,9.35981,2014.94356
1_CP009048_1_Pseudomonas_alkylphenolica_strain_KL28_chromosome__complete_genome_BAC,5764622,441,60.62865,76.50114,53.06802,9.20581,1981.79243
1_CP002764_1_Lactobacillus_kefiranofaciens_ZW3__complete_genome_BAC,2113023,161,37.68690,76.19426,19.37404,9.16887,1973.84265
1_CP012890_1_Lactobacillus_gallinarum_strain_HFD4__complete_genome_BAC,2317164,174,36.81042,75.09192,20.93840,9.03622,1945.28611
1_AE017333_1_Bacillus_licheniformis_DSM_13___ATCC_14580__complete_genome_BAC,4222645,317,46.18074,75.07152,38.14640,9.03377,1944.75755
KN848909___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_294605___SO_supercontig,294605,22,47.73067,74.67753,2.64738,8.98623,1934.55107
1_CP014608_1_Obesumbacterium_proteus_strain_DSM_2777__complete_genome_BAC,5011796,370,49.07800,73.82577,44.52419,8.88388,1912.48595
1_CP018197_1_Bacillus_safensis_strain_KCTC_12796BP_chromosome__complete_genome_BAC,3935874,283,41.43458,71.90278,34.05499,8.65246,1862.67013
1_CP007457_1_Bifidobacterium_pseudolongum_PV8_2__complete_genome_BAC,2032698,145,63.26509,71.33369,17.44867,8.58400,1847.92770
1_AP013036_1_Enterococcus_mundtii_QU_25_DNA__complete_genome_BAC,3022186,206,38.59807,68.16249,24.78914,8.20239,1765.77643
1_CP023074_1_Enterococcus_thailandicus_strain_a523_chromosome__complete_genome_BAC,2646250,180,36.83936,68.02078,21.66042,8.18533,1762.10545
1_CP021874_1_Enterococcus_wangshanyuanii_strain_MN05__complete_genome_BAC,3842361,254,37.47498,66.10521,30.56525,7.95481,1712.48164
1_CP011132_1_Citrobacter_amalonaticus_Y19__complete_genome_BAC,5584358,365,53.41333,65.36112,43.92251,7.86528,1693.20568
1_CP023481_1_Bacillus_glycinifermentans_strain_KBN06P03352_chromosome__complete_genome_BAC,4659467,296,46.06332,63.52654,35.61935,7.64451,1645.68023
1_CP001129_1_Streptococcus_equi_subsp__zooepidemicus_MGCS10565__complete_genome_BAC,2024171,128,41.83009,63.23580,15.40296,7.60952,1638.14842
1_CP043318_1_Enterobacter_chengduensis_strain_WCHECl_C4___WCHECh050004_chromosome__complete_genome_BAC,5111427,322,55.81184,62.99607,38.74808,7.58068,1631.93822
1_CP017786_1_Bacillus_xiamenensis_strain_VV3_chromosome__complete_genome_BAC,3637729,228,41.51899,62.67645,27.43653,7.54221,1623.65833
1_HG322950_1_Pseudomonas_knackmussii_B13_complete_genome_BAC,6162905,383,65.62635,62.14607,46.08855,7.47838,1609.91858
KN848894___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_817211___SO_supercontig,817211,50,47.93644,61.18378,6.01678,7.36258,1584.99024
1_CP018044_1_Bifidobacterium_choerinum_strain_FMB_1__complete_genome_BAC,2246282,136,65.58983,60.54454,16.36565,7.28566,1568.43050
1_CP011451_1_Nitrosomonas_communis_strain_Nm2__complete_genome_BAC,4067838,237,44.71212,58.26188,28.51955,7.01098,1509.29712
1_CP000813_4_Bacillus_pumilus_SAFR_032_chromosome__complete_genome_BAC,3704641,215,41.27567,58.03533,25.87216,6.98372,1503.42826
1_CP017183_1_Enterobacter_xiangfangensis_strain_LMG27195__complete_genome_BAC,4661849,268,55.27380,57.48791,32.24995,6.91785,1489.24709
KN848905___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_521919___SO_supercontig,521919,30,47.98854,57.48007,3.61007,6.91692,1489.04415
1_CP003153_1_Dechlorosoma_suillum_PS__complete_genome_BAC,3806980,217,65.37831,57.00056,26.11283,6.85920,1476.62222
1_CP019609_1_Vagococcus_penaei_strain_CD276__complete_genome_BAC,2365304,134,35.05174,56.65243,16.12498,6.81729,1467.60380
1_CP018180_1_Lactobacillus_nagelii_strain_TMW_1_1827_chromosome__complete_genome_BAC,2406166,130,36.66664,54.02777,15.64363,6.50148,1399.61086
1_CP007601_1_Staphylococcus_capitis_subsp__capitis_strain_AYP1020__complete_genome_BAC,2443604,132,32.99337,54.01866,15.88430,6.50036,1399.37488
1_CP022823_1_Klebsiella_quasivariicola_strain_KPN1705_chromosome__complete_genome_BAC,5540188,298,56.93057,53.78877,35.86002,6.47271,1393.41944
1_CP012257_1_Cronobacter_universalis_NCTC_9529__complete_genome_BAC,4307096,229,57.84732,53.16802,27.55686,6.39802,1377.33882
1_CP009450_1_Pluralibacter_gergoviae_strain_FB2_chromosome__complete_genome_BAC,5489680,287,59.10452,52.27991,34.53633,6.29114,1354.33196
1_AP009332_1_Lactococcus_garvieae_ATCC_49156_DNA__complete_genome_BAC,1950135,101,38.81935,51.79115,12.15390,6.23234,1341.67042
1_HE999757_2_Carnobacterium_maltaromaticum_LMA28_complete_genome_BAC,3650416,189,34.51177,51.77486,22.74344,6.23037,1341.24844
1_CP018867_1_Lactobacillus_alimentarius_DSM_20249_chromosome__complete_genome_BAC,2333865,120,35.36451,51.41697,14.44028,6.18728,1331.97694
KN848907___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_466906___SO_supercontig,466906,24,47.98800,51.40177,2.88806,6.18552,1331.58326
1_CP016162_1_Pseudomonas_alcaliphila_JAB1_chromosome__complete_genome_BAC,5340293,274,62.54770,51.30808,32.97197,6.17419,1329.15608
1_CP012269_1_Pediococcus_damnosus_strain_TMW_2_1532_chromosome__complete_genome_BAC,2073735,106,38.24288,51.11538,12.75558,6.15102,1324.16414
1_AP012282_1_Melissococcus_plutonius_DAT561_DNA__complete_genome_BAC,1846178,94,31.44144,50.91595,11.31155,6.12701,1318.99780
1_CP011971_1_Steroidobacter_denitrificans_strain_DSM_18526__complete_genome_BAC,3467246,176,61.66475,50.76069,21.17907,6.10833,1314.97583
KN848900___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_692944___SO_supercontig,692944,35,47.77548,50.50942,4.21175,6.07805,1308.46670
1_AP006725_1_Klebsiella_pneumoniae_subsp__pneumoniae_NTUH_K2044_DNA__complete_genome_BAC,5248520,265,57.67334,50.49042,31.88894,6.07580,1307.97450
1_CP021920_1_Bacillus_sonorensis_strain_SRCM101395_chromosome__complete_genome_BAC,4832293,240,45.19469,49.66589,28.88055,5.97657,1286.61471
