species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
1_CP019597_1_Staphylococcus_cohnii_strain_SNUDS_2_chromosome__complete_genome_BAC,2585879,233,32.72250,90.10472,32.29665,12.48963,26565.40373
CP019491.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_2__complete_sequence,2005801,176,42.62078,87.74554,24.39575,12.16261,25869.84982
1_CP002439_1_Staphylococcus_pseudintermedius_HKU10_03__complete_genome_BAC,2617381,193,37.52765,73.73786,26.75216,10.22097,21739.99281
1_AP018335_1_Ureibacillus_thermosphaericus_DNA__complete_geonome__strain__A1_BAC,3488104,254,36.33444,72.81901,35.20751,10.09360,21469.09096
BK006945.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XII__complete_sequence,1078177,77,38.47117,71.41665,10.67314,9.89926,21055.63388
CP011557.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XI__complete_sequence,666444,42,38.05829,63.02143,5.82171,8.73550,18580.48737
1_CP013614_1_Enterococcus_silesiacus_strain_LMG_23085__complete_genome_BAC,3928141,241,36.39667,61.35219,33.40555,8.50417,18088.34994
1_AP006716_1_Staphylococcus_haemolyticus_JCSC1435_DNA__complete_genome_BAC,2685015,161,32.76654,59.96231,22.31657,8.31153,17678.57347
BK006942.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_IX__complete_sequence,439888,26,38.89898,59.10569,3.60392,8.19282,17426.01668
1_CP006704_1_Comamonas_testosteroni_TK102__complete_genome_BAC,6062703,352,61.87626,58.05994,48.79151,8.04782,17117.70161
BK006946.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XIII__complete_sequence,924431,53,38.19666,57.33263,7.34645,7.94700,16903.26909
1_FN557490_1_Listeria_seeligeri_serovar_1_2b_str__SLCC3954_complete_genome_BAC,2797636,147,37.37790,52.54429,20.37600,7.28330,15491.53215
1_AP009332_1_Lactococcus_garvieae_ATCC_49156_DNA__complete_genome_BAC,1950135,100,38.81935,51.27837,13.86122,7.10783,15118.30408
CP011558.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XII__complete_sequence,1062294,49,38.40912,46.12676,6.79200,6.39371,13599.46593
CP011559.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XIII__complete_sequence,922588,42,38.20461,45.52401,5.82171,6.31020,13421.75831
1_CP009470_1_Staphylococcus_schleiferi_strain_1360_13__complete_genome_BAC,2435632,109,35.94133,44.75228,15.10873,6.20321,13194.22999
1_HE999757_2_Carnobacterium_maltaromaticum_LMA28_complete_genome_BAC,3650416,149,34.51177,40.81722,20.65322,5.65778,12034.06353
1_CP000896_1_Acholeplasma_laidlawii_PG_8A__complete_genome_BAC,1496992,59,31.92446,39.41242,8.17812,5.46304,11619.88899
1_CP019609_1_Vagococcus_penaei_strain_CD276__complete_genome_BAC,2365304,87,35.05174,36.78180,12.05927,5.09840,10844.30909
1_LN906634_1_Lactobacillus_reuteri__complete_genome__strain_ATCC_53608_BAC,1943635,71,38.95241,36.52940,9.84147,5.06344,10769.89296
1_CP000413_1_Lactobacillus_gasseri_ATCC_33323__complete_genome_BAC,1894360,65,35.25417,34.31238,9.00980,4.75612,10116.25361
KN848894___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_817211___SO_supercontig,817211,28,47.93644,34.26292,3.88114,4.74926,10101.67113
CP011548.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_II__complete_sequence,808595,27,38.32570,33.39105,3.74253,4.62844,9844.61856
1_AL009126_3_Bacillus_subtilis_subsp__subtilis_str__168_complete_genome_BAC,4215606,134,43.50129,31.78662,18.57404,4.40602,9371.58911
1_CP009623_1_Staphylococcus_agnetis_strain_908__complete_genome_BAC,2474434,78,35.76252,31.52241,10.81175,4.36939,9293.69246
CP011553.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_VII__complete_sequence,1084888,33,38.07599,30.41783,4.57420,4.21629,8968.03099
1_CP020377_1_Staphylococcus_sciuri_strain_SNUDS_18_chromosome__complete_genome_BAC,2673451,80,32.52185,29.92388,11.08898,4.14782,8822.40087
1_CP015839_1_Marinobacterium_aestuarii_strain_ST58_10__complete_genome_BAC,5191608,146,58.79100,28.12230,20.23739,3.89810,8291.24335
1_CP023074_1_Enterococcus_thailandicus_strain_a523_chromosome__complete_genome_BAC,2646250,72,36.83936,27.20831,9.98008,3.77141,8021.77529
KN848889___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_1959555___SO_supercontig,1959555,53,47.95633,27.04689,7.34645,3.74904,7974.18249
1_CP014136_1_Gibbsiella_quercinecans_strain_FRB97__complete_genome_BAC,5548506,147,55.93843,26.49360,20.37600,3.67234,7811.05738
1_CP013114_1_Staphylococcus_equorum_strain_KS1039__complete_genome_BAC,2822193,70,33.06998,24.80343,9.70286,3.43806,7312.74885
1_CP019041_1_Acinetobacter_junii_strain_65__complete_genome_BAC,3378307,80,38.62685,23.68048,11.08898,3.28241,6981.67060
1_CP018180_1_Lactobacillus_nagelii_strain_TMW_1_1827_chromosome__complete_genome_BAC,2406166,56,36.66664,23.27350,7.76229,3.22600,6861.68198
1_FR687253_1_Listeria_ivanovii_subsp__ivanovii_PAM_55__complete_genome_BAC,2928879,68,37.12614,23.21707,9.42563,3.21817,6845.04332
1_AP009385_1_Burkholderia_multivorans_ATCC_17616_DNA__complete_genome__chromosome_1_BAC,3448421,80,66.89722,23.19903,11.08898,3.21567,6839.72591
CP011550.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_IV__complete_sequence,1531682,34,37.89844,22.19785,4.71282,3.07689,6544.54928
1_CP009455_1_Pseudomonas_cremoricolorata_strain_ND07__complete_genome_BAC,4780403,105,63.25064,21.96469,14.55429,3.04457,6475.80746
1_CP004143_1_Pseudomonas_denitrificans_ATCC_13867__complete_genome_BAC,5696307,124,65.25378,21.76848,17.18792,3.01738,6417.95896
1_AP008934_1_Staphylococcus_saprophyticus_subsp__saprophyticus_ATCC_15305_DNA__complete_genome_BAC,2516575,54,33.23619,21.45769,7.48506,2.97431,6326.33063
1_CP003583_1_Enterococcus_faecium_DO__complete_genome_BAC,2698137,57,38.13944,21.12566,7.90090,2.92828,6228.43938
1_CP019986_1_Citrobacter_werkmanii_strain_BF_6_chromosome__complete_genome_BAC,4929789,104,52.02605,21.09623,14.41567,2.92420,6219.76228
KN848890___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_1475841___SO_supercontig,1475841,31,48.12008,21.00499,4.29698,2.91155,6192.86030
1_HG322950_1_Pseudomonas_knackmussii_B13_complete_genome_BAC,6162905,129,65.62635,20.93170,17.88098,2.90139,6171.25449
1_CP020773_1_Staphylococcus_lutrae_strain_ATCC_700373_chromosome__complete_genome_BAC,2533115,53,37.72368,20.92281,7.34645,2.90017,6168.63356
KN848891___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_1275660___SO_supercontig,1275660,25,48.06364,19.59770,3.46531,2.71648,5777.95210
1_AM902716_1_Bordetella_petrii_strain_DSM_12804__complete_genome_BAC,5287950,101,65.49398,19.10003,13.99984,2.64750,5631.22526
1_CP009365_1_Pseudomonas_soli_strain_SJ10__complete_genome_BAC,6247860,119,63.40077,19.04652,16.49486,2.64008,5615.44966
1_CP006721_1_Clostridium_saccharobutylicum_DSM_13864__complete_genome_BAC,5107814,95,28.65821,18.59897,13.16816,2.57804,5483.49861
1_CP000514_1_Marinobacter_hydrocarbonoclasticus_VT8_chromosome__complete_genome_BAC,4326849,80,57.26956,18.48920,11.08898,2.56283,5451.13596
BK006938.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_IV__complete_sequence,1531933,26,37.90017,16.97205,3.60392,2.35253,5003.83861
1_CP000822_1_Citrobacter_koseri_ATCC_BAA_895__complete_genome_BAC,4720462,79,53.82155,16.73566,10.95037,2.31977,4934.14191
1_CP011602_1_Phytobacter_ursingii_strain_CAV1151_chromosome__complete_genome_BAC,5529134,92,52.74046,16.63915,12.75233,2.30639,4905.68765
1_CP001339_1_Thioalkalivibrio_sulfidiphilus_HL_EbGr7_chromosome__complete_genome_BAC,3464554,57,65.07486,16.45235,7.90090,2.28050,4850.61593
1_FP565176_1_Xanthomonas_albilineans_GPE_PC73_complete_genome_BAC,3768695,61,62.98558,16.18595,8.45535,2.24358,4772.07361
1_CP013988_1_Aerococcus_urinaeequi_strain_USDA_ARS_USMARC_56713__complete_genome_BAC,2054328,33,39.42353,16.06363,4.57420,2.22662,4736.00986
1_CP002764_1_Lactobacillus_kefiranofaciens_ZW3__complete_genome_BAC,2113023,33,37.68690,15.61746,4.57420,2.16477,4604.46524
1_CP011971_1_Steroidobacter_denitrificans_strain_DSM_18526__complete_genome_BAC,3467246,53,61.66475,15.28589,7.34645,2.11882,4506.70965
1_AP013068_1_Pseudomonas_resinovorans_NBRC_106553_DNA__complete_geonome_BAC,6285863,96,65.57082,15.27237,13.30678,2.11694,4502.72471
1_CR767821_1_Ehrlichia_ruminantium_strain_Welgevonden__complete_genome_BAC,1516355,23,27.47506,15.16790,3.18808,2.10247,4471.92368
1_AE017198_1_Lactobacillus_johnsonii_NCC_533__complete_genome_BAC,1992676,30,34.60343,15.05510,4.15837,2.08683,4438.66695
1_AE015451_2_Pseudomonas_putida_KT2440_complete_genome_BAC,6181873,93,61.52718,15.04399,12.89094,2.08528,4435.39137
1_CP018898_1_Bordetella_trematum_isolate_E202_chromosome__complete_genome_BAC,4321461,62,65.70331,14.34700,8.59396,1.98867,4229.89960
1_CP015206_1_Pediococcus_acidilactici_strain_ZPA017__complete_genome_BAC,2131361,30,42.09491,14.07552,4.15837,1.95104,4149.85871
1_CP010026_1_Paraburkholderia_fungorum_strain_ATCC_BAA_463_chromosome_1__complete_sequence_BAC,4463161,62,62.07680,13.89150,8.59396,1.92553,4095.60533
1_CP020448_2_Citrobacter_braakii_strain_FDAARGOS_253_chromosome__complete_genome_BAC,5244290,72,52.01808,13.72922,9.98008,1.90304,4047.75915
1_CP010415_1_Azotobacter_chroococcum_NCIMB_8003__complete_genome_BAC,4591803,63,66.28947,13.72011,8.73257,1.90177,4045.07383
1_CP010311_1_Geoalkalibacter_subterraneus_strain_Red1__complete_genome_BAC,3475523,46,57.04150,13.23543,6.37616,1.83459,3902.17647
1_FO681494_1_Xanthomonas_fuscans_subsp__fuscans_str__4834_R__chromosome__complete_genome_BAC,4981995,65,64.82736,13.04697,9.00980,1.80847,3846.61305
1_CP002175_1_Halanaerobium_praevalens_DSM_2228__complete_genome_BAC,2309262,29,30.28047,12.55814,4.01976,1.74071,3702.49117
1_CP000517_1_Lactobacillus_helveticus_DPC_4571__complete_genome_BAC,2080931,26,37.06815,12.49441,3.60392,1.73188,3683.70415
1_CP012647_1_Cutibacterium_acnes_strain_KCOM_1861____ChDC_B594__chromosome__complete_genome_BAC,2522438,31,59.98512,12.28969,4.29698,1.70350,3623.34523
1_CP000680_1_Pseudomonas_mendocina_ymp__complete_genome_BAC,5072807,61,64.69438,12.02489,8.45535,1.66680,3545.27645
1_CP009781_1_Yersinia_aldovae_670_83__complete_genome_BAC,4471090,53,47.67993,11.85393,7.34645,1.64310,3494.87240
1_CP002512_1_Aerococcus_urinae_ACS_120_V_Col10a__complete_genome_BAC,2080974,23,41.87624,11.05254,3.18808,1.53201,3258.59873
1_CP021874_1_Enterococcus_wangshanyuanii_strain_MN05__complete_genome_BAC,3842361,42,37.47498,10.93078,5.82171,1.51514,3222.70167
1_CP014016_2_Staphylococcus_simulans_strain_FDAARGOS_124__complete_genome_BAC,2647556,28,35.94547,10.57578,3.88114,1.46593,3118.03573
1_CP004014_1_Staphylococcus_pasteuri_SP1__complete_genome_BAC,2559946,27,32.70244,10.54708,3.74253,1.46196,3109.57580
1_CP022695_1_Citrobacter_farmeri_strain_AUSMDU00008141_chromosome__complete_genome_BAC,5130228,54,53.35829,10.52584,7.48506,1.45901,3103.31450
1_CP002431_1_Desulfovibrio_aespoeensis_Aspo_2__complete_genome_BAC,3629109,38,62.56466,10.47089,5.26727,1.45139,3087.11161
1_CP019445_1_Kosakonia_cowanii_strain_888_76_chromosome__complete_genome_BAC,4646998,47,56.28121,10.11405,6.51478,1.40193,2981.90671
1_AE016825_1_Chromobacterium_violaceum_ATCC_12472__complete_genome_BAC,4751080,46,64.84668,9.68201,6.37616,1.34205,2854.52831
1_CP012890_1_Lactobacillus_gallinarum_strain_HFD4__complete_genome_BAC,2317164,22,36.81042,9.49438,3.04947,1.31604,2799.21028
1_CP016843_1_Carnobacterium_divergens_strain_TMW_2_1579_chromosome__complete_genome_BAC,2666320,24,35.02350,9.00117,3.32669,1.24767,2653.79785
1_CP008696_1_Pseudomonas_chlororaphis_strain_PA23__complete_genome_BAC,7122173,64,62.64786,8.98603,8.87118,1.24557,2649.33273
1_CP000076_1_Pseudomonas_protegens_Pf_5__complete_genome_BAC,7074893,63,63.31576,8.90473,8.73257,1.23430,2625.36520
1_CP018199_1_Staphylococcus_succinus_strain_14BME20_chromosome__complete_genome_BAC,2745675,24,33.07780,8.74100,3.32669,1.21161,2577.09357
1_CP012621_1_Zobellella_denitrificans_strain_F13_1_chromosome__complete_genome_BAC,4174222,36,63.84139,8.62437,4.99004,1.19544,2542.70533
1_CP009706_1_Hafnia_alvei_FB1__complete_genome_BAC,4712721,40,48.97873,8.48767,5.54449,1.17650,2502.40282
1_CP016440_1_Bordetella_pseudohinzii_strain_HI4681_chromosome__complete_genome_BAC,4490371,38,66.65642,8.46255,5.26727,1.17301,2494.99877
1_CP000230_1_Rhodospirillum_rubrum_ATCC_11170__complete_genome_BAC,4352825,36,65.46894,8.27050,4.99004,1.14639,2438.37591
1_CP002585_1_Pseudomonas_brassicacearum_subsp__brassicacearum_NFM421__complete_genome_BAC,6843248,56,60.79333,8.18325,7.76229,1.13430,2412.65091
1_CP011104_1_Photorhabdus_temperata_subsp__thracensis_strain_DSM_15199__complete_genome_BAC,5147098,42,44.10091,8.15993,5.82171,1.13107,2405.77801
1_FM177140_1_Lactobacillus_casei_BL23_complete_genome__strain_BL23_BAC,3079196,25,46.32726,8.11899,3.46531,1.12539,2393.70693
1_CP007445_1_Gilliamella_apicola_strain_wkB1__complete_genome_BAC,3139412,25,33.60742,7.96328,3.46531,1.10381,2347.79859
1_CP017476_1_Hydrogenophaga_crassostreae_strain_LPB0072_chromosome__complete_genome_BAC,4944132,39,61.30839,7.88814,5.40588,1.09339,2325.64591
1_AP008232_1_Sodalis_glossinidius_str__'morsitans'_DNA__complete_genome_BAC,4171146,32,54.69362,7.67175,4.43559,1.06340,2261.84603
1_AE003849_1_Xylella_fastidiosa_9a5c__complete_genome_BAC,2679306,20,52.66793,7.46461,2.77224,1.03469,2200.77628
1_CP018420_1_Pseudomonas_veronii_strain_R02_chromosome__complete_genome_BAC,6852809,51,61.06460,7.44220,7.06922,1.03158,2194.17040
1_CP015378_1_Fictibacillus_phosphorivorans_strain_G25_29_chromosome__complete_genome_BAC,4230665,31,39.33394,7.32746,4.29698,1.01568,2160.34164
1_CP001790_1_Pectobacterium_parmentieri_WPP163_chromosome__complete_genome_BAC,5063892,37,50.46486,7.30664,5.12865,1.01279,2154.20152
1_CP013990_1_Leclercia_adecarboxylata_strain_USDA_ARS_USMARC_60222__complete_genome_BAC,4803917,34,55.77382,7.07755,4.71282,0.98104,2086.66157
1_CP043318_1_Enterobacter_chengduensis_strain_WCHECl_C4___WCHECh050004_chromosome__complete_genome_BAC,5111427,36,55.81184,7.04304,4.99004,0.97625,2076.48572
1_AP012320_1_Rubrivivax_gelatinosus_IL144_DNA__complete_genome_BAC,5043253,35,71.27454,6.93997,4.85143,0.96196,2046.09792
1_CP001157_1_Azotobacter_vinelandii_DJ__complete_genome_BAC,5365318,37,65.69439,6.89614,5.12865,0.95589,2033.17594
1_CP001600_2_Edwardsiella_ictaluri_93_146__complete_genome_BAC,3812301,26,57.43201,6.82003,3.60392,0.94534,2010.73643
1_CP014067_2_Enterococcus_gallinarum_strain_FDAARGOS_163_chromosome__complete_genome_BAC,3733350,25,42.38992,6.69640,3.46531,0.92820,1974.28647
1_CP011975_1_Yersinia_aleksiciae_strain_159__complete_genome_BAC,4000307,26,49.02835,6.49950,3.60392,0.90091,1916.23411
1_BX950851_1_Erwinia_carotovora_subsp__atroseptica_SCRI1043__complete_genome_BAC,5064019,32,50.95596,6.31909,4.43559,0.87590,1863.04538
1_FP236843_1_Erwinia_billingiae_strain_Eb661_complete_chromosome_BAC,5100167,32,55.19009,6.27430,4.43559,0.86970,1849.84011
1_CP018758_1_Pseudomonas_psychrotolerans_strain_PRS08_11306__complete_genome_BAC,5271920,32,64.80454,6.06989,4.43559,0.84136,1789.57553
1_CP009048_1_Pseudomonas_alkylphenolica_strain_KL28_chromosome__complete_genome_BAC,5764622,34,60.62865,5.89805,4.71282,0.81754,1738.90998
1_CP004856_1_Enterococcus_casseliflavus_EC20__complete_genome_BAC,3427276,20,42.83230,5.83553,2.77224,0.80888,1720.47860
1_CP001918_1_Enterobacter_cloacae_subsp__cloacae_ATCC_13047__complete_genome_BAC,5314581,31,54.78075,5.83301,4.29698,0.80853,1719.73532
1_CP014137_1_Brenneria_goodwinii_strain_FRB141__complete_genome_BAC,5360730,29,53.06858,5.40971,4.01976,0.74985,1594.93479
1_CP020925_1_Sphingobium_yanoikuyae_strain_SHJ_chromosome__complete_genome_BAC,5260163,27,64.37159,5.13292,3.74253,0.71149,1513.33012
1_CP017715_1_Marinobacter_salinus_strain_Hb8_chromosome__complete_genome_BAC,4121005,21,55.90390,5.09585,2.91086,0.70635,1502.39990
1_CP017482_1_Pectobacterium_polaris_strain_NIBIO1392_chromosome__complete_genome_BAC,5008416,25,51.98083,4.99159,3.46531,0.69190,1471.66220
1_CP006978_1_Pseudomonas_monteilii_SB3078__complete_genome_BAC,6000087,29,62.46724,4.83326,4.01976,0.66995,1424.98109
1_CP018845_1_Herbaspirillum_robiniae_strain_AA6_chromosome__complete_genome_BAC,5445269,26,65.10945,4.77479,3.60392,0.66184,1407.74112
1_CP042804_1_Pseudomonas_amygdali_pv__tabaci_str__ATCC_11528_chromosome__complete_genome_BAC,6133558,27,58.04524,4.40201,3.74253,0.61017,1297.83659
1_CP018016_1_Kosakonia_radicincitans_DSM_16656__complete_genome_BAC,5817639,25,53.97338,4.29728,3.46531,0.59566,1266.95746
1_CP011132_1_Citrobacter_amalonaticus_Y19__complete_genome_BAC,5584358,23,53.41333,4.11865,3.18808,0.57090,1214.29245
1_CP020809_1_Mycobacterium_dioxanotrophicus_strain_PH_06_chromosome__complete_genome_BAC,7595921,28,66.54500,3.68619,3.88114,0.51095,1086.79221
1_CP008788_1_Klebsiella_oxytoca_KONIH1__complete_genome_BAC,6152190,20,55.90898,3.25087,2.77224,0.45061,958.44925
1_CP023284_1_Variovorax_boronicumulans_strain_J1_chromosome__complete_genome_BAC,7137898,23,68.02817,3.22224,3.18808,0.44664,950.00577
