species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
FM992689.1_Candida_dubliniensis_CD36_chromosome_2__complete_sequence,2289089,0,33.28337,0.00000,0.00000,0.00000,0.00000
FM992690.1_Candida_dubliniensis_CD36_chromosome_3__complete_sequence,1863824,0,33.22440,0.00000,0.00000,0.00000,0.00000
FM992691.1_Candida_dubliniensis_CD36_chromosome_4__complete_sequence,1641709,0,33.11270,0.00000,0.00000,0.00000,0.00000
FM992692.1_Candida_dubliniensis_CD36_chromosome_5__complete_sequence,1245899,1,33.08474,0.80263,0.12034,0.09659,20.79252
FM992693.1_Candida_dubliniensis_CD36_chromosome_6__complete_sequence,1073895,0,33.16998,0.00000,0.00000,0.00000,0.00000
FM992694.1_Candida_dubliniensis_CD36_chromosome_7__complete_sequence,1022435,0,33.73476,0.00000,0.00000,0.00000,0.00000
AE016814.2_Ashbya_gossypii_ATCC_10895_chromosome_I__complete_sequence,693414,0,51.88472,0.00000,0.00000,0.00000,0.00000
AE016815.5_Ashbya_gossypii_ATCC_10895_chromosome_II__complete_sequence,870771,0,51.41412,0.00000,0.00000,0.00000,0.00000
AE016816.3_Ashbya_gossypii_ATCC_10895_chromosome_III__complete_sequence,907494,0,53.03705,0.00000,0.00000,0.00000,0.00000
AE016817.6_Ashbya_gossypii_ATCC_10895_chromosome_IV__complete_sequence,1467287,0,52.26538,0.00000,0.00000,0.00000,0.00000
AE016818.2_Ashbya_gossypii_ATCC_10895_chromosome_V__complete_sequence,1519140,0,51.38056,0.00000,0.00000,0.00000,0.00000
AE016819.5_Ashbya_gossypii_ATCC_10895_chromosome_VI__complete_sequence,1836693,0,51.80976,0.00000,0.00000,0.00000,0.00000
AE016820.4_Ashbya_gossypii_ATCC_10895_chromosome_VII__complete_sequence,1800949,165,51.18603,91.61831,19.85538,11.02495,2373.40880
AE016821.1_Ashbya_gossypii____Eremothecium_gossypii__ATCC_10895_mitochondrion__complete_genome,23564,0,18.81260,0.00000,0.00000,0.00000,0.00000
CP009805.1_Botrytis_cinerea_B05.10_chromosome_BCIN01__complete_sequence,4109373,1,42.62087,0.24335,0.12034,0.02928,6.30398
CP009806.1_Botrytis_cinerea_B05.10_chromosome_BCIN02__complete_sequence,3341473,0,42.43420,0.00000,0.00000,0.00000,0.00000
CP009807.1_Botrytis_cinerea_B05.10_chromosome_BCIN03__complete_sequence,3226611,0,42.94681,0.00000,0.00000,0.00000,0.00000
CP009808.1_Botrytis_cinerea_B05.10_chromosome_BCIN04__complete_sequence,2468882,2,42.28173,0.81008,0.24067,0.09748,20.98555
CP009809.1_Botrytis_cinerea_B05.10_chromosome_BCIN05__complete_sequence,2959378,0,42.94172,0.00000,0.00000,0.00000,0.00000
CP009810.1_Botrytis_cinerea_B05.10_chromosome_BCIN06__complete_sequence,2725906,1,41.79309,0.36685,0.12034,0.04415,9.50339
CP009811.1_Botrytis_cinerea_B05.10_chromosome_BCIN07__complete_sequence,2652353,0,41.95791,0.00000,0.00000,0.00000,0.00000
CP009812.1_Botrytis_cinerea_B05.10_chromosome_BCIN08__complete_sequence,2617329,0,42.06575,0.00000,0.00000,0.00000,0.00000
CP009813.1_Botrytis_cinerea_B05.10_chromosome_BCIN09__complete_sequence,2547566,2,41.93384,0.78506,0.24067,0.09447,20.33734
CP009814.1_Botrytis_cinerea_B05.10_chromosome_BCIN10__complete_sequence,2419276,1,42.26719,0.41335,0.12034,0.04974,10.70790
CP009815.1_Botrytis_cinerea_B05.10_chromosome_BCIN11__complete_sequence,2359939,0,41.64312,0.00000,0.00000,0.00000,0.00000
CP009816.1_Botrytis_cinerea_B05.10_chromosome_BCIN12__complete_sequence,2352958,2,41.93078,0.84999,0.24067,0.10228,22.01941
CP009817.1_Botrytis_cinerea_B05.10_chromosome_BCIN13__complete_sequence,2257609,0,41.50403,0.00000,0.00000,0.00000,0.00000
CP009818.1_Botrytis_cinerea_B05.10_chromosome_BCIN14__complete_sequence,2138025,0,41.94758,0.00000,0.00000,0.00000,0.00000
CP009819.1_Botrytis_cinerea_B05.10_chromosome_BCIN15__complete_sequence,2027721,0,41.58037,0.00000,0.00000,0.00000,0.00000
CP009820.1_Botrytis_cinerea_B05.10_chromosome_BCIN16__complete_sequence,1969743,0,41.29516,0.00000,0.00000,0.00000,0.00000
CP009821.1_Botrytis_cinerea_B05.10_chromosome_BCIN17__complete_sequence,247158,0,27.26997,0.00000,0.00000,0.00000,0.00000
CP009822.1_Botrytis_cinerea_B05.10_chromosome_BCIN18__complete_sequence,208766,0,28.04787,0.00000,0.00000,0.00000,0.00000
BK006935.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_I__complete_sequence,230218,879,39.26500,3818.08705,105.77503,459.45649,98909.06261
BK006936.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_II__complete_sequence,813184,4254,38.33578,5231.31410,511.90781,629.51064,135519.27116
BK006937.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_III__complete_sequence,316620,1359,38.52659,4292.21148,163.53613,516.50615,111191.44460
BK006938.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_IV__complete_sequence,1531933,7467,37.90017,4874.24360,898.54623,586.54413,126269.21795
BK006939.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_V__complete_sequence,576874,2826,38.50064,4898.85069,340.06852,589.50284,126906.67448
BK006940.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_VI__complete_sequence,270161,1196,38.72112,4427.00622,143.92143,532.72518,114683.35578
BK006941.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_VII__complete_sequence,1090940,5471,38.05647,5014.94124,658.35629,603.47614,129914.04630
BK006934.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_VIII__complete_sequence,562643,2683,38.48869,4768.59093,322.86052,573.82887,123532.24347
BK006942.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_IX__complete_sequence,439888,2096,38.89898,4764.82757,252.22350,573.38101,123434.75218
BK006943.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_X__complete_sequence,745751,4061,38.36660,5445.52464,488.68303,655.28960,141068.48033
BK006944.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XI__complete_sequence,666816,4264,38.06317,6394.52926,513.11117,769.49452,165652.82219
BK006945.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XII__complete_sequence,1078177,8070,38.47117,7484.83556,971.10862,900.69477,193897.64023
BK006946.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XIII__complete_sequence,924431,4490,38.19666,4857.04705,540.30702,584.47560,125823.73433
BK006947.3_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XIV__complete_sequence,784333,3705,38.63121,4723.77698,445.84355,568.43636,122371.32036
BK006948.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XV__complete_sequence,1091291,5445,38.14283,4989.50783,655.22756,600.41483,129255.18362
BK006949.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XVI__complete_sequence,948066,4722,38.06195,4980.64489,568.22489,599.35191,129025.58561
CP003002.1_Myceliophthora_thermophila_ATCC_42464_chromosome_1__complete_sequence,10931058,0,52.70844,0.00000,0.00000,0.00000,0.00000
CP003003.1_Myceliophthora_thermophila_ATCC_42464_chromosome_2__complete_sequence,5454242,0,53.06561,0.00000,0.00000,0.00000,0.00000
CP003004.1_Myceliophthora_thermophila_ATCC_42464_chromosome_3__complete_sequence,5062665,0,52.08362,0.00000,0.00000,0.00000,0.00000
CP003005.1_Myceliophthora_thermophila_ATCC_42464_chromosome_4__complete_sequence,4710208,6,50.73745,1.27383,0.72201,0.15329,32.99904
CP003006.1_Myceliophthora_thermophila_ATCC_42464_chromosome_5__complete_sequence,4342007,0,49.65702,0.00000,0.00000,0.00000,0.00000
CP003007.1_Myceliophthora_thermophila_ATCC_42464_chromosome_6__complete_sequence,4127677,2,48.01139,0.48453,0.24067,0.05831,12.55204
CP003008.1_Myceliophthora_thermophila_ATCC_42464_chromosome_7__complete_sequence,4116359,1,51.31544,0.24293,0.12034,0.02923,6.29328
CP003009.1_Thielavia_terrestris_NRRL_8126_chromosome_1__complete_sequence,10101509,0,54.15463,0.00000,0.00000,0.00000,0.00000
CP003010.1_Thielavia_terrestris_NRRL_8126_chromosome_2__complete_sequence,9477512,0,55.07872,0.00000,0.00000,0.00000,0.00000
CP003011.1_Thielavia_terrestris_NRRL_8126_chromosome_3__complete_sequence,4786945,0,52.57780,0.00000,0.00000,0.00000,0.00000
CP003012.1_Thielavia_terrestris_NRRL_8126_chromosome_4__complete_sequence,4578922,0,55.14984,0.00000,0.00000,0.00000,0.00000
CP003013.1_Thielavia_terrestris_NRRL_8126_chromosome_5__complete_sequence,4396881,0,55.73217,0.00000,0.00000,0.00000,0.00000
CP003014.1_Thielavia_terrestris_NRRL_8126_chromosome_6__complete_sequence,3570487,1,56.25373,0.28007,0.12034,0.03370,7.25542
CP009075.1_Verticillium_dahliae_JR2_chromosome_1__complete_sequence,9275483,1,54.33502,0.10781,0.12034,0.01297,2.79289
CP009079.1_Verticillium_dahliae_JR2_chromosome_2__complete_sequence,4277765,0,53.65583,0.00000,0.00000,0.00000,0.00000
CP009077.1_Verticillium_dahliae_JR2_chromosome_3__complete_sequence,4168633,2,54.21849,0.47977,0.24067,0.05773,12.42873
CP009080.1_Verticillium_dahliae_JR2_chromosome_4__complete_sequence,4086908,0,53.79826,0.00000,0.00000,0.00000,0.00000
CP009078.1_Verticillium_dahliae_JR2_chromosome_5__complete_sequence,4171808,0,53.25934,0.00000,0.00000,0.00000,0.00000
CP009076.1_Verticillium_dahliae_JR2_chromosome_6__complete_sequence,3530890,1,53.57718,0.28321,0.12034,0.03408,7.33679
CP009082.1_Verticillium_dahliae_JR2_chromosome_7__complete_sequence,3277570,0,55.26917,0.00000,0.00000,0.00000,0.00000
CP009081.1_Verticillium_dahliae_JR2_chromosome_8__complete_sequence,3361230,0,52.31105,0.00000,0.00000,0.00000,0.00000
HG934059.1_Yarrowia_lipolytica_WSH_Z06_complete_genome__chromosome_YALIOA,2210998,0,48.67510,0.00000,0.00000,0.00000,0.00000
HG934060.1_Yarrowia_lipolytica_WSH_Z06_complete_genome__chromosome_YALIOB,3023969,0,48.91132,0.00000,0.00000,0.00000,0.00000
HG934061.1_Yarrowia_lipolytica_WSH_Z06_complete_genome__chromosome_YALIOC,3189950,0,48.70715,0.00000,0.00000,0.00000,0.00000
HG934062.1_Yarrowia_lipolytica_WSH_Z06_complete_genome__chromosome_YALIOD,3555057,1,49.34802,0.28129,0.12034,0.03385,7.28691
HG934063.1_Yarrowia_lipolytica_WSH_Z06_complete_genome__chromosome_YALIOE,4142257,1,49.35772,0.24141,0.12034,0.02905,6.25393
HG934064.1_Yarrowia_lipolytica_WSH_Z06_complete_genome__chromosome_YALIOF,3968352,0,49.20239,0.00000,0.00000,0.00000,0.00000
LK934652.1_Yarrowia_lipolytica_WSH_Z06_mitochondrial_complete_genome,47916,0,22.66873,0.00000,0.00000,0.00000,0.00000
CP010980.1_Verticillium_dahliae_VdLs.17_chromosome_1__complete_sequence,5989981,6,53.86495,1.00167,0.72201,0.12054,25.94873
CP010981.1_Verticillium_dahliae_VdLs.17_chromosome_2__complete_sequence,6210300,3,54.60081,0.48307,0.36101,0.05813,12.51408
CP010982.1_Verticillium_dahliae_VdLs.17_chromosome_3__complete_sequence,5894008,3,54.31818,0.50899,0.36101,0.06125,13.18562
CP010983.1_Verticillium_dahliae_VdLs.17_chromosome_4__complete_sequence,4331027,3,52.69617,0.69268,0.36101,0.08335,17.94404
CP010984.1_Verticillium_dahliae_VdLs.17_chromosome_5__complete_sequence,3581864,0,53.77474,0.00000,0.00000,0.00000,0.00000
CP010985.1_Verticillium_dahliae_VdLs.17_chromosome_6__complete_sequence,3402923,1,52.53967,0.29387,0.12034,0.03536,7.61270
CP010986.1_Verticillium_dahliae_VdLs.17_chromosome_7__complete_sequence,3272870,2,54.73127,0.61108,0.24067,0.07354,15.83039
CP010987.1_Verticillium_dahliae_VdLs.17_chromosome_8__complete_sequence,3290897,3,55.22356,0.91160,0.36101,0.10970,23.61548
CP002705.1_Ashbya_gossypii_FDAG1_chromosome_I__complete_sequence,693310,0,51.89205,0.00000,0.00000,0.00000,0.00000
CP002706.1_Ashbya_gossypii_FDAG1_chromosome_II__complete_sequence,874947,0,51.40406,0.00000,0.00000,0.00000,0.00000
CP002707.1_Ashbya_gossypii_FDAG1_chromosome_III__complete_sequence,911446,0,52.99298,0.00000,0.00000,0.00000,0.00000
CP002708.1_Ashbya_gossypii_FDAG1_chromosome_IV__complete_sequence,1465717,0,52.28155,0.00000,0.00000,0.00000,0.00000
CP002709.1_Ashbya_gossypii_FDAG1_chromosome_V__complete_sequence,1527143,0,51.34446,0.00000,0.00000,0.00000,0.00000
CP002710.1_Ashbya_gossypii_FDAG1_chromosome_VI__complete_sequence,1837132,0,51.81790,0.00000,0.00000,0.00000,0.00000
CP002711.1_Ashbya_gossypii_FDAG1_chromosome_VII__complete_sequence,1823962,165,51.14164,90.46251,19.85538,10.88585,2343.46728
CP002712.1_Ashbya_gossypii_FDAG1_mitochondrion__complete_sequence,23497,0,18.81517,0.00000,0.00000,0.00000,0.00000
CP010913.1_Sporisorium_scitamineum_strain_SSC39_chromosome_1__complete_sequence,2009762,0,55.32461,0.00000,0.00000,0.00000,0.00000
CP010914.1_Sporisorium_scitamineum_strain_SSC39_chromosome_2__complete_sequence,1671606,19,55.13583,11.36629,2.28638,1.36777,294.44820
CP010915.1_Sporisorium_scitamineum_strain_SSC39_chromosome_3__complete_sequence,1566833,0,55.29488,0.00000,0.00000,0.00000,0.00000
CP010916.1_Sporisorium_scitamineum_strain_SSC39_chromosome_4__complete_sequence,1271980,0,55.53936,0.00000,0.00000,0.00000,0.00000
CP010917.1_Sporisorium_scitamineum_strain_SSC39_chromosome_5__complete_sequence,1055339,0,55.17193,0.00000,0.00000,0.00000,0.00000
CP010918.1_Sporisorium_scitamineum_strain_SSC39_chromosome_6__complete_sequence,1032954,0,55.39240,0.00000,0.00000,0.00000,0.00000
CP010919.1_Sporisorium_scitamineum_strain_SSC39_chromosome_7__complete_sequence,938453,0,55.38189,0.00000,0.00000,0.00000,0.00000
CP010920.1_Sporisorium_scitamineum_strain_SSC39_chromosome_8__complete_sequence,837966,1,55.05996,1.19336,0.12034,0.14360,30.91447
CP010921.1_Sporisorium_scitamineum_strain_SSC39_chromosome_9__complete_sequence,808176,0,55.52218,0.00000,0.00000,0.00000,0.00000
CP010922.1_Sporisorium_scitamineum_strain_SSC39_chromosome_10__complete_sequence,875830,0,54.89412,0.00000,0.00000,0.00000,0.00000
CP010923.1_Sporisorium_scitamineum_strain_SSC39_chromosome_11__complete_sequence,790822,0,54.71734,0.00000,0.00000,0.00000,0.00000
CP010924.1_Sporisorium_scitamineum_strain_SSC39_chromosome_12__complete_sequence,716888,0,54.86200,0.00000,0.00000,0.00000,0.00000
CP010925.1_Sporisorium_scitamineum_strain_SSC39_chromosome_13__complete_sequence,681008,0,55.38461,0.00000,0.00000,0.00000,0.00000
CP010926.1_Sporisorium_scitamineum_strain_SSC39_chromosome_14__complete_sequence,652314,0,55.00809,0.00000,0.00000,0.00000,0.00000
CP010927.1_Sporisorium_scitamineum_strain_SSC39_chromosome_15__complete_sequence,634981,0,55.01588,0.00000,0.00000,0.00000,0.00000
CP010928.1_Sporisorium_scitamineum_strain_SSC39_chromosome_16__complete_sequence,653278,0,55.25390,0.00000,0.00000,0.00000,0.00000
CP010929.1_Sporisorium_scitamineum_strain_SSC39_chromosome_17__complete_sequence,605135,1,55.19480,1.65251,0.12034,0.19886,42.80893
CP010930.1_Sporisorium_scitamineum_strain_SSC39_chromosome_18__complete_sequence,598089,0,55.41590,0.00000,0.00000,0.00000,0.00000
CP010931.1_Sporisorium_scitamineum_strain_SSC39_chromosome_19__complete_sequence,580969,0,55.28594,0.00000,0.00000,0.00000,0.00000
CP010932.1_Sporisorium_scitamineum_strain_SSC39_chromosome_20__complete_sequence,573042,1,55.20334,1.74508,0.12034,0.20999,45.20696
CP010933.1_Sporisorium_scitamineum_strain_SSC39_chromosome_21__complete_sequence,539152,0,55.12563,0.00000,0.00000,0.00000,0.00000
CP010934.1_Sporisorium_scitamineum_strain_SSC39_chromosome_22__complete_sequence,475902,1,55.26733,2.10128,0.12034,0.25286,54.43454
CP010935.1_Sporisorium_scitamineum_strain_SSC39_chromosome_23__complete_sequence,140422,3,51.41252,21.36448,0.36101,2.57087,553.45529
CP010936.1_Sporisorium_scitamineum_strain_SSC39_chromosome_24_sequence,87293,0,51.74810,0.00000,0.00000,0.00000,0.00000
CP010937.1_Sporisorium_scitamineum_strain_SSC39_chromosome_25_sequence,82225,0,50.42176,0.00000,0.00000,0.00000,0.00000
CP010938.1_Sporisorium_scitamineum_strain_SSC39_chromosome_26_sequence,99152,0,52.59363,0.00000,0.00000,0.00000,0.00000
CP010939.1_Sporisorium_scitamineum_strain_SSC39_mitochondrion__complete_sequence,88018,4,32.38647,45.44422,0.48134,5.46866,1177.25051
CP011547.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_I__complete_sequence,224154,946,39.30431,4220.38813,113.83752,507.85402,109330.83214
CP011548.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_II__complete_sequence,808595,4110,38.32570,5082.85926,494.57948,611.65265,131673.48959
CP011549.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_III__complete_sequence,313668,1621,38.57721,5167.85156,195.06407,621.88053,133875.24893
CP011550.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_IV__complete_sequence,1531682,7411,37.89844,4838.47801,891.80743,582.24083,125342.69612
CP011551.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_V__complete_sequence,552153,2751,38.48451,4982.34175,331.04335,599.55017,129069.54359
CP011552.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_VI__complete_sequence,270121,1243,38.71538,4601.65852,149.57720,553.74143,119207.79313
CP011553.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_VII__complete_sequence,1084888,5492,38.07599,5062.26438,660.88334,609.17174,131139.97088
CP011554.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_VIII__complete_sequence,562640,2704,38.48676,4805.91497,325.38757,578.32274,124499.13766
CP011555.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_IX__complete_sequence,434899,2263,38.93097,5203.49506,272.31955,626.16732,134798.60777
CP011556.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_X__complete_sequence,745071,3657,38.36338,4908.26365,440.06744,590.63798,127150.52092
CP011557.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XI__complete_sequence,666444,4267,38.05829,6402.67691,513.47218,770.46555,165863.89035
CP011558.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XII__complete_sequence,1062294,7968,38.40912,7500.77662,958.83438,902.60723,194310.59993
CP011559.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XIII__complete_sequence,922588,4550,38.20461,4931.76817,547.52716,593.46871,127759.41488
CP011560.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XIV__complete_sequence,784302,3791,38.63006,4833.60959,456.19241,581.65404,125216.57769
CP011561.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XV__complete_sequence,1089058,5166,38.14345,4743.54030,621.65392,570.81801,122883.29700
CP011562.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XVI__complete_sequence,948057,4682,38.06041,4938.50600,563.41147,594.28009,127933.96098
CP011563.1_Saccharomyces_cerevisiae_strain_ySR127_mitochondrion__complete_sequence,85731,6867,17.07633,80100.31494,826.34484,9638.84171,2075030.49762
AP014599.1_Kluyveromyces_marxianus_DNA__chromosome_1__complete_genome__strain:_NBRC_1777,1722779,0,39.99370,0.00000,0.00000,0.00000,0.00000
AP014600.1_Kluyveromyces_marxianus_DNA__chromosome_2__complete_genome__strain:_NBRC_1777,1688883,0,40.26793,0.00000,0.00000,0.00000,0.00000
AP014601.1_Kluyveromyces_marxianus_DNA__chromosome_3__complete_genome__strain:_NBRC_1777,1564943,0,39.92111,0.00000,0.00000,0.00000,0.00000
AP014602.1_Kluyveromyces_marxianus_DNA__chromosome_4__complete_genome__strain:_NBRC_1777,1422013,0,39.80235,0.00000,0.00000,0.00000,0.00000
