species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
BK006934.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_VIII__complete_sequence,562643,2695,38.48869,4789.91895,320.00285,568.74898,124084.75443
BK006942.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_IX__complete_sequence,439888,2106,38.89898,4787.56053,250.06531,568.47475,124023.65844
CP011561.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_XV__complete_sequence,1089058,5174,38.14345,4750.88609,614.35798,564.11861,123073.59247
BK006947.3_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_XIV__complete_sequence,784333,3711,38.63121,4731.42682,440.64214,561.80456,122569.49254
CP003822.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1575141__reverse_complement_,1575141,7445,48.13672,4726.56399,884.01529,561.22899,122443.51887
CP011552.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_VI__complete_sequence,270121,1243,38.71538,4601.65852,147.59315,546.39524,119207.79313
BK006940.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_VI__complete_sequence,270161,1197,38.72112,4430.70773,142.13114,526.09835,114779.24487
BK006937.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_III__complete_sequence,316620,1361,38.52659,4298.52820,161.60441,510.40499,111355.08175
CP011547.1_Saccharomyces_cerevisiae_strain_ySR127_chromosome_I__complete_sequence,224154,950,39.30431,4238.23333,112.80249,503.23661,109793.11896
BK006935.2_TPA_inf:_Saccharomyces_cerevisiae_S288C_chromosome_I__complete_sequence,230218,880,39.26500,3822.43072,104.49073,453.87730,99021.58714
CP003824.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1814975__reverse_complement_,1814975,6733,48.30161,3709.68275,799.47280,440.48684,96100.80623
CP003830.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1561994__reverse_complement_,1561994,5512,48.00605,3528.83181,654.49191,419.01023,91415.79073
CP003827.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1398693__reverse_complement_,1398693,4874,48.29080,3484.68924,578.73614,413.76898,90272.26002
CP003825.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1422463__reverse_complement_,1422463,4935,48.29710,3469.34184,585.97924,411.94688,89874.67951
1_AL592022_1_Listeria_innocua_Clip11262_complete_genome_BAC,3011208,9756,37.43309,3239.89360,1158.42219,384.70335,83930.73147
1_FR877557_1_Salmonella_bongori_NCTC_12419__culture_collection_SGSC_SARC11__complete_genome_BAC,4460105,11528,51.32243,2584.68962,1368.82852,306.90485,66957.41187
1_CP007025_1_Escherichia_albertii_KF1__complete_genome_BAC,4701875,11093,49.68321,2359.26906,1317.17685,280.13857,61117.80274
1_CP025979_1_Escherichia_marmotae_strain_HT073016_chromosome__complete_genome_BAC,4671322,10962,50.64028,2346.66004,1301.62198,278.64096,60791.16123
CP003826.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1399503__reverse_complement_,1399503,3079,48.15551,2200.07145,365.59880,261.23462,56993.72552
1_CP010359_1_Pseudomonas_plecoglossicida_strain_NyZ12__complete_genome_BAC,6233254,11774,62.40273,1888.90226,1398.03842,224.28700,48932.76381
CP003832.1____Cryptococcus_neoformans_var._grubii_H99___1_to_756744__reverse_complement_,756744,1427,48.28428,1885.72033,169.44121,223.90811,48850.33462
1_AL009126_3_Bacillus_subtilis_subsp__subtilis_str__168_complete_genome_BAC,4215606,7091,43.50129,1682.08160,841.98152,199.72960,43574.99237
1_FN597254_1_Streptococcus_gallolyticus_UCN34_complete_genome_BAC,2350911,2747,37.63248,1168.48369,326.17730,138.74501,30270.03454
1_AP012054_1_Streptococcus_pasteurianus_ATCC_43144_DNA__complete_genome_BAC,2100077,2449,37.37478,1166.14605,290.79294,138.46774,30209.47700
1_AM263198_1_Listeria_welshimeri_serovar_6b_str__SLCC5334_complete_genome_BAC,2814130,3141,36.34450,1116.15313,372.96065,132.53137,28914.39042
1_AP018335_1_Ureibacillus_thermosphaericus_DNA__complete_geonome__strain__A1_BAC,3488104,3273,36.33444,938.33319,388.63426,111.41703,24307.89426
1_CP002461_1_Lactobacillus_sanfranciscensis_TMW_1_1304__complete_genome_BAC,1298316,1051,34.69328,809.50767,124.79517,96.12078,20970.61800
1_CP000416_1_Lactobacillus_brevis_ATCC_367__complete_genome_BAC,2291220,1814,46.21231,791.71795,215.39338,94.00815,20509.76818
1_FR687253_1_Listeria_ivanovii_subsp__ivanovii_PAM_55__complete_genome_BAC,2928879,2296,37.12614,783.91740,272.62580,93.08194,20307.69189
1_FN557490_1_Listeria_seeligeri_serovar_1_2b_str__SLCC3954_complete_genome_BAC,2797636,2054,37.37790,734.19025,243.89085,87.17745,19019.49016
1_CP007557_1_Citrobacter_freundii_CFNIH1__complete_genome_BAC,5099034,3399,52.23701,666.59737,403.59543,79.15132,17268.46990
1_CP001837_1_Staphylococcus_lugdunensis_HKU09_01__complete_genome_BAC,2658366,1626,33.86444,611.65301,193.07037,72.62745,15845.11423
1_AP006716_1_Staphylococcus_haemolyticus_JCSC1435_DNA__complete_genome_BAC,2685015,1635,32.76654,608.93401,194.13902,72.30460,15774.67762
1_FN543502_1_Citrobacter_rodentium_ICC168__complete_genome_BAC,5346659,2257,54.71536,422.13270,267.99497,50.12380,10935.51528
CP003820.1____Cryptococcus_neoformans_var._grubii_H99___1_to_2291499__reverse_complement_,2291499,943,48.22905,411.52084,111.97131,48.86377,10660.61088
1_CP000783_1_Cronobacter_sakazakii_ATCC_BAA_894__complete_genome_BAC,4368373,1519,56.76348,347.72696,180.36524,41.28886,9008.00500
1_CP002439_1_Staphylococcus_pseudintermedius_HKU10_03__complete_genome_BAC,2617381,899,37.52765,343.47324,106.74678,40.78379,8897.81092
CP003823.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1084805__reverse_complement_,1084805,364,48.22771,335.54572,43.22116,39.84234,8692.44532
1_CP009470_1_Staphylococcus_schleiferi_strain_1360_13__complete_genome_BAC,2435632,769,35.94133,315.72940,91.31065,37.48950,8179.09562
1_AP009484_1_Macrococcus_caseolyticus_JCSC5402_DNA__complete_genome_BAC,2102324,634,36.86687,301.57160,75.28082,35.80837,7812.33209
CP027654.1_Torulaspora_delbrueckii_strain_COFT1_chromosome_8__complete_sequence,863982,259,42.28338,299.77546,30.75352,35.59506,7765.80239
CP003829.1____Cryptococcus_neoformans_var._grubii_H99___1_to_1059964__reverse_complement_,1059964,302,48.41855,284.91641,35.85932,33.83067,7380.87290
1_CP019597_1_Staphylococcus_cohnii_strain_SNUDS_2_chromosome__complete_genome_BAC,2585879,719,32.72250,278.04848,85.37367,33.01533,7202.95636
1_CP022114_1_Kluyvera_georgiana_strain_YDC799_chromosome__complete_genome_BAC,5006140,1354,55.00419,270.46787,160.77323,32.11520,7006.57756
CP003833.2____Cryptococcus_neoformans_var._grubii_H99___1_to_942867__reverse_complement_,942867,243,48.07594,257.72376,28.85369,30.60207,6676.43640
1_CP001918_1_Enterobacter_cloacae_subsp__cloacae_ATCC_13047__complete_genome_BAC,5314581,1360,54.78075,255.89981,161.48567,30.38539,6629.18624
1_CP014158_1_Pseudomonas_citronellolis_strain_P3B5__complete_genome_BAC,6951444,1657,67.12874,238.36788,196.75129,28.30365,6175.01462
1_CP019986_1_Citrobacter_werkmanii_strain_BF_6_chromosome__complete_genome_BAC,4929789,1171,52.02605,237.53547,139.04391,28.20483,6153.45085
1_CP000822_1_Citrobacter_koseri_ATCC_BAA_895__complete_genome_BAC,4720462,996,53.82155,210.99639,118.26450,25.05358,5465.94525
1_CP025001_1_Bacillus_siamensis_strain_SCSIO_05746_chromosome__complete_genome_BAC,4268316,893,45.97541,209.21580,106.03434,24.84218,5419.81856
1_CP012554_1_Citrobacter_portucalensis_strain_P10159__complete_genome_BAC,5080321,988,51.66630,194.47594,117.31459,23.09196,5037.97649
1_CP013114_1_Staphylococcus_equorum_strain_KS1039__complete_genome_BAC,2822193,532,33.06998,188.50609,63.16939,22.38308,4883.32517
1_CP017962_1_Virgibacillus_halodenitrificans_strain_PDB_F2_chromosome__complete_genome_BAC,3869935,713,37.47986,184.24058,84.66124,21.87665,4772.82552
1_CP006731_1_Cronobacter_malonaticus_strain_CMCC45402_chromosome__complete_genome_BAC,4377544,782,56.88370,178.63914,92.85426,21.21149,4627.71804
1_HG916765_1_Castellaniella_defragrans_65Phen_complete_genome_BAC,3952818,685,68.96798,173.29400,81.33653,20.57684,4489.25002
1_CP020377_1_Staphylococcus_sciuri_strain_SNUDS_18_chromosome__complete_genome_BAC,2673451,455,32.52185,170.19207,54.02646,20.20850,4408.89332
1_CP011013_1_Lactobacillus_mucosae_LM1__complete_genome_BAC,2326299,388,46.45541,166.78846,46.07091,19.80438,4320.72141
1_CP014912_1_Lactobacillus_paracollinoides_strain_TMW_1_1979_chromosome__complete_genome_BAC,3235324,527,47.15801,162.88961,62.57570,19.34139,4219.71999
1_CP020618_1_Staphylococcus_hominis_subsp__hominis_strain_K1_chromosome__complete_genome_BAC,2253412,367,31.35331,162.86428,43.57738,19.33840,4219.06394
1_CP000411_1_Oenococcus_oeni_PSU_1__complete_genome_BAC,1780517,287,37.87716,161.18887,34.07823,19.13951,4175.66165
1_CP003938_1_Enterobacteriaceae_bacterium_strain_FGI_57__complete_genome_BAC,4762179,765,54.01016,160.64071,90.83569,19.07439,4161.46157
1_HG916826_1_Pseudomonas_pseudoalcaligenes_CECT_5344_complete_genome_BAC,4686340,742,62.35241,158.33252,88.10468,18.80031,4101.66675
1_CR936503_1_Lactobacillus_sakei_strain_23K_complete_genome_BAC,1884661,298,41.25272,158.11871,35.38436,18.77492,4096.12792
1_CP003583_1_Enterococcus_faecium_DO__complete_genome_BAC,2698137,416,38.13944,154.18029,49.39562,18.30730,3994.10162
1_LN906634_1_Lactobacillus_reuteri__complete_genome__strain_ATCC_53608_BAC,1943635,288,38.95241,148.17559,34.19697,17.59433,3838.54751
1_CP009365_1_Pseudomonas_soli_strain_SJ10__complete_genome_BAC,6247860,895,63.40077,143.24905,106.27182,17.00931,3710.92354
1_CP022695_1_Citrobacter_farmeri_strain_AUSMDU00008141_chromosome__complete_genome_BAC,5130228,709,53.35829,138.20043,84.18628,16.40985,3580.13711
1_CP011602_1_Phytobacter_ursingii_strain_CAV1151_chromosome__complete_genome_BAC,5529134,691,52.74046,124.97445,82.04897,14.83938,3237.51289
1_CP012873_1_Weissella_cibaria_strain_CH2__complete_genome_BAC,2466961,307,45.08129,124.44466,36.45301,14.77648,3223.78840
1_CP001339_1_Thioalkalivibrio_sulfidiphilus_HL_EbGr7_chromosome__complete_genome_BAC,3464554,428,65.07486,123.53697,50.82049,14.66869,3200.27424
1_CP003191_1_Tannerella_forsythia_92A2__complete_genome_BAC,3405521,419,46.95995,123.03554,49.75183,14.60916,3187.28463
1_CP000517_1_Lactobacillus_helveticus_DPC_4571__complete_genome_BAC,2080931,244,37.06815,117.25527,28.97243,13.92282,3037.54427
1_AP007281_1_Lactobacillus_reuteri_JCM_1112_DNA__complete_genome_BAC,2039414,229,38.86985,112.28738,27.19134,13.33291,2908.84914
1_CP006704_1_Comamonas_testosteroni_TK102__complete_genome_BAC,6062703,642,61.87626,105.89341,76.23073,12.57372,2743.21098
1_CP018176_1_Lactobacillus_hordei_strain_TMW_1_1822_chromosome__complete_genome_BAC,2422912,254,34.99700,104.83262,30.15982,12.44775,2715.73066
1_CP020448_2_Citrobacter_braakii_strain_FDAARGOS_253_chromosome__complete_genome_BAC,5244290,541,52.01808,103.15982,64.23805,12.24914,2672.39608
1_CP018898_1_Bordetella_trematum_isolate_E202_chromosome__complete_genome_BAC,4321461,443,65.70331,102.51165,52.60158,12.17217,2655.60507
1_AP008934_1_Staphylococcus_saprophyticus_subsp__saprophyticus_ATCC_15305_DNA__complete_genome_BAC,2516575,257,33.23619,102.12272,30.51604,12.12602,2645.52971
1_CP014332_1_Weissella_jogaejeotgali_strain_FOL01_chromosome__complete_genome_BAC,2114163,211,38.84090,99.80323,25.05403,11.85056,2585.44238
1_AE015929_1_Staphylococcus_epidermidis_ATCC_12228__complete_genome_BAC,2499279,246,32.09041,98.42835,29.20991,11.68733,2549.82546
1_CP005965_1_Bacillus_paralicheniformis_ATCC_9945a__complete_genome_BAC,4376305,417,45.90913,95.28575,49.51436,11.31419,2468.41534
CP019491.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_2__complete_sequence,2005801,190,42.62078,94.72530,22.56050,11.24762,2453.89646
1_CP013614_1_Enterococcus_silesiacus_strain_LMG_23085__complete_genome_BAC,3928141,364,36.39667,92.66472,43.22116,11.00295,2400.51645
1_AE009952_1_Yersinia_pestis_KIM10+__complete_genome_BAC,4600755,424,47.63327,92.15869,50.34553,10.94288,2387.40741
1_CP003668_1_Staphylococcus_warneri_SG1__complete_genome_BAC,2486042,228,32.72778,91.71212,27.07260,10.88983,2375.83894
AE016820.4_Ashbya_gossypii_ATCC_10895_chromosome_VII__complete_sequence,1800949,165,51.18603,91.61831,19.59201,10.87871,2373.40880
1_CP004014_1_Staphylococcus_pasteuri_SP1__complete_genome_BAC,2559946,233,32.70244,91.01740,27.66629,10.80737,2357.84199
1_CP007208_1_Staphylococcus_xylosus_strain_HKUOPL8__complete_genome_BAC,2836901,258,32.76366,90.94434,30.63478,10.79868,2355.94929
1_CP004143_1_Pseudomonas_denitrificans_ATCC_13867__complete_genome_BAC,5696307,517,65.25378,90.76051,61.38830,10.77685,2351.18708
CP002711.1_Ashbya_gossypii_FDAG1_chromosome_VII__complete_sequence,1823962,165,51.14164,90.46251,19.59201,10.74145,2343.46728
1_CP017713_1_Lactobacillus_coryniformis_subsp__coryniformis_KCTC_3167___DSM_20001_chromosome__complete_genome_BAC,2951508,265,43.11041,89.78455,31.46596,10.66097,2325.90448
1_CP014872_1_Lactobacillus_lindneri_strain_TMW_1_1993_chromosome__complete_genome_BAC,1389742,123,34.23792,88.50576,14.60495,10.50911,2292.77699
1_CP016440_1_Bordetella_pseudohinzii_strain_HI4681_chromosome__complete_genome_BAC,4490371,382,66.65642,85.07094,45.35847,10.10127,2203.79653
1_FM177140_1_Lactobacillus_casei_BL23_complete_genome__strain_BL23_BAC,3079196,260,46.32726,84.43752,30.87226,10.02608,2187.38742
1_CP020773_1_Staphylococcus_lutrae_strain_ATCC_700373_chromosome__complete_genome_BAC,2533115,208,37.72368,82.11218,24.69781,9.74997,2127.14861
1_CP009623_1_Staphylococcus_agnetis_strain_908__complete_genome_BAC,2474434,201,35.76252,81.23083,23.86663,9.64528,2104.31691
1_CP014016_2_Staphylococcus_simulans_strain_FDAARGOS_124__complete_genome_BAC,2647556,215,35.94547,81.20685,25.52898,9.64247,2103.69565
1_CP012165_1_Enterobacter_hormaechei_subsp__xiangfangensis_strain_34978_chromosome__complete_genome_BAC,4930963,392,55.11823,79.49770,46.54587,9.43951,2059.41963
1_CP012366_1_Enterococcus_durans_strain_KLDS6_0933__complete_genome_BAC,2867028,225,37.98341,78.47843,26.71638,9.31849,2033.01480
1_CP002764_1_Lactobacillus_kefiranofaciens_ZW3__complete_genome_BAC,2113023,163,37.68690,77.14077,19.35453,9.15964,1998.36243
1_CP009048_1_Pseudomonas_alkylphenolica_strain_KL28_chromosome__complete_genome_BAC,5764622,442,60.62865,76.67461,52.48284,9.10430,1986.28629
1_CP012890_1_Lactobacillus_gallinarum_strain_HFD4__complete_genome_BAC,2317164,175,36.81042,75.52349,20.77941,8.96760,1956.46592
1_AE017333_1_Bacillus_licheniformis_DSM_13___ATCC_14580__complete_genome_BAC,4222645,318,46.18074,75.30834,37.75915,8.94206,1950.89243
KN848909___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_294605___SO_supercontig,294605,22,47.73067,74.67753,2.61227,8.86700,1934.55107
1_CP014608_1_Obesumbacterium_proteus_strain_DSM_2777__complete_genome_BAC,5011796,372,49.07800,74.22483,44.17108,8.81342,1922.82371
1_CP018197_1_Bacillus_safensis_strain_KCTC_12796BP_chromosome__complete_genome_BAC,3935874,283,41.43458,71.90278,33.60327,8.53768,1862.67013
1_CP007457_1_Bifidobacterium_pseudolongum_PV8_2__complete_genome_BAC,2032698,146,63.26509,71.82565,17.33596,8.52855,1860.67203
1_AP013036_1_Enterococcus_mundtii_QU_25_DNA__complete_genome_BAC,3022186,207,38.59807,68.49338,24.57907,8.13287,1774.34816
1_CP023074_1_Enterococcus_thailandicus_strain_a523_chromosome__complete_genome_BAC,2646250,180,36.83936,68.02078,21.37310,8.07675,1762.10545
1_CP021874_1_Enterococcus_wangshanyuanii_strain_MN05__complete_genome_BAC,3842361,254,37.47498,66.10521,30.15982,7.84929,1712.48164
1_CP001129_1_Streptococcus_equi_subsp__zooepidemicus_MGCS10565__complete_genome_BAC,2024171,133,41.83009,65.70594,15.79235,7.80188,1702.13859
1_CP011132_1_Citrobacter_amalonaticus_Y19__complete_genome_BAC,5584358,365,53.41333,65.36112,43.33990,7.76094,1693.20568
1_CP023481_1_Bacillus_glycinifermentans_strain_KBN06P03352_chromosome__complete_genome_BAC,4659467,297,46.06332,63.74116,35.26562,7.56859,1651.23996
1_CP043318_1_Enterobacter_chengduensis_strain_WCHECl_C4___WCHECh050004_chromosome__complete_genome_BAC,5111427,325,55.81184,63.58299,38.59033,7.54981,1647.14262
1_CP017786_1_Bacillus_xiamenensis_strain_VV3_chromosome__complete_genome_BAC,3637729,228,41.51899,62.67645,27.07260,7.44217,1623.65833
1_HG322950_1_Pseudomonas_knackmussii_B13_complete_genome_BAC,6162905,385,65.62635,62.47059,45.71469,7.41772,1618.32547
1_CP011451_1_Nitrosomonas_communis_strain_Nm2__complete_genome_BAC,4067838,254,44.71212,62.44100,30.15982,7.41421,1617.55894
1_CP018044_1_Bifidobacterium_choerinum_strain_FMB_1__complete_genome_BAC,2246282,138,65.58983,61.43491,16.38605,7.29474,1591.49565
KN848894___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_817211___SO_supercontig,817211,50,47.93644,61.18378,5.93697,7.26492,1584.99024
1_CP000813_4_Bacillus_pumilus_SAFR_032_chromosome__complete_genome_BAC,3704641,215,41.27567,58.03533,25.52898,6.89108,1503.42826
1_CP017183_1_Enterobacter_xiangfangensis_strain_LMG27195__complete_genome_BAC,4661849,269,55.27380,57.70241,31.94092,6.85155,1494.80398
KN848905___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_521919___SO_supercontig,521919,30,47.98854,57.48007,3.56218,6.82516,1489.04415
1_CP003153_1_Dechlorosoma_suillum_PS__complete_genome_BAC,3806980,218,65.37831,57.26324,25.88520,6.79940,1483.42693
1_CP019609_1_Vagococcus_penaei_strain_CD276__complete_genome_BAC,2365304,135,35.05174,57.07521,16.02983,6.77707,1478.55607
1_AP012046_1_Tetragenococcus_halophilus_NBRC_12172_DNA__complete_genome_BAC,2562720,141,36.03267,55.01967,16.74226,6.53300,1425.30633
1_CP022823_1_Klebsiella_quasivariicola_strain_KPN1705_chromosome__complete_genome_BAC,5540188,300,56.93057,54.14977,35.62184,6.42971,1402.77125
1_CP018180_1_Lactobacillus_nagelii_strain_TMW_1_1827_chromosome__complete_genome_BAC,2406166,130,36.66664,54.02777,15.43613,6.41524,1399.61086
1_CP007601_1_Staphylococcus_capitis_subsp__capitis_strain_AYP1020__complete_genome_BAC,2443604,132,32.99337,54.01866,15.67361,6.41413,1399.37488
1_CP012257_1_Cronobacter_universalis_NCTC_9529__complete_genome_BAC,4307096,229,57.84732,53.16802,27.19134,6.31315,1377.33882
1_CP009450_1_Pluralibacter_gergoviae_strain_FB2_chromosome__complete_genome_BAC,5489680,288,59.10452,52.46207,34.19697,6.22932,1359.05089
1_HE999757_2_Carnobacterium_maltaromaticum_LMA28_complete_genome_BAC,3650416,190,34.51177,52.04881,22.56050,6.18025,1348.34499
1_AP009332_1_Lactococcus_garvieae_ATCC_49156_DNA__complete_genome_BAC,1950135,101,38.81935,51.79115,11.99269,6.14967,1341.67042
1_CP016162_1_Pseudomonas_alcaliphila_JAB1_chromosome__complete_genome_BAC,5340293,276,62.54770,51.68259,32.77209,6.13676,1338.85795
1_CP018867_1_Lactobacillus_alimentarius_DSM_20249_chromosome__complete_genome_BAC,2333865,120,35.36451,51.41697,14.24874,6.10521,1331.97694
KN848907___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_466906___SO_supercontig,466906,24,47.98800,51.40177,2.84975,6.10347,1331.58326
1_CP012269_1_Pediococcus_damnosus_strain_TMW_2_1532_chromosome__complete_genome_BAC,2073735,106,38.24288,51.11538,12.58638,6.06942,1324.16414
1_CP011971_1_Steroidobacter_denitrificans_strain_DSM_18526__complete_genome_BAC,3467246,177,61.66475,51.04910,21.01688,6.06155,1322.44729
1_AP012282_1_Melissococcus_plutonius_DAT561_DNA__complete_genome_BAC,1846178,94,31.44144,50.91595,11.16151,6.04574,1318.99780
KN848900___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_692944___SO_supercontig,692944,35,47.77548,50.50942,4.15588,5.99742,1308.46670
1_AP006725_1_Klebsiella_pneumoniae_subsp__pneumoniae_NTUH_K2044_DNA__complete_genome_BAC,5248520,265,57.67334,50.49042,31.46596,5.99520,1307.97450
